"時点","地域コード","地域","延べ宿泊者数（総数）【人泊】","注記"
"2009年5月","41000","佐賀県","181100",""
"2009年6月","41000","佐賀県","136180",""
"2009年7月","41000","佐賀県","146020",""
"2009年8月","41000","佐賀県","180180",""
"2009年9月","41000","佐賀県","158260",""
"2009年10月","41000","佐賀県","168600",""
"2009年11月","41000","佐賀県","183040",""
"2009年12月","41000","佐賀県","151570",""
"2010年1月","41000","佐賀県","152850",""
"2010年2月","41000","佐賀県","155420",""
"2010年3月","41000","佐賀県","167650",""
"2010年4月","41000","佐賀県","162970",""
"2010年5月","41000","佐賀県","180740",""
"2010年6月","41000","佐賀県","137950",""
"2010年7月","41000","佐賀県","160060",""
"2010年8月","41000","佐賀県","197390",""
"2010年9月","41000","佐賀県","157030",""
"2010年10月","41000","佐賀県","174830",""
"2010年11月","41000","佐賀県","180760",""
"2010年12月","41000","佐賀県","145580",""
"2011年1月","41000","佐賀県","197750",""
"2011年2月","41000","佐賀県","202000",""
"2011年3月","41000","佐賀県","217410",""
"2011年4月","41000","佐賀県","226050",""
"2011年5月","41000","佐賀県","247790",""
"2011年6月","41000","佐賀県","195650",""
"2011年7月","41000","佐賀県","228520",""
"2011年8月","41000","佐賀県","296420",""
"2011年9月","41000","佐賀県","213640",""
"2011年10月","41000","佐賀県","222620",""
"2011年11月","41000","佐賀県","239180",""
"2011年12月","41000","佐賀県","209590",""
"2012年1月","41000","佐賀県","184240",""
"2012年2月","41000","佐賀県","187370",""
"2012年3月","41000","佐賀県","204020",""
"2012年4月","41000","佐賀県","206890",""
"2012年5月","41000","佐賀県","218810",""
"2012年6月","41000","佐賀県","168620",""
"2012年7月","41000","佐賀県","203850",""
"2012年8月","41000","佐賀県","274440",""
"2012年9月","41000","佐賀県","195940",""
"2012年10月","41000","佐賀県","212530",""
"2012年11月","41000","佐賀県","230850",""
"2012年12月","41000","佐賀県","196080",""
"2013年1月","41000","佐賀県","204110",""
"2013年2月","41000","佐賀県","193050",""
"2013年3月","41000","佐賀県","231650",""
"2013年4月","41000","佐賀県","213090",""
"2013年5月","41000","佐賀県","225360",""
"2013年6月","41000","佐賀県","173590",""
"2013年7月","41000","佐賀県","225410",""
"2013年8月","41000","佐賀県","287680",""
"2013年9月","41000","佐賀県","220750",""
"2013年10月","41000","佐賀県","226580",""
"2013年11月","41000","佐賀県","236190",""
"2013年12月","41000","佐賀県","199730",""
"2014年1月","41000","佐賀県","207020",""
"2014年2月","41000","佐賀県","207920",""
"2014年3月","41000","佐賀県","260150",""
"2014年4月","41000","佐賀県","217850",""
"2014年5月","41000","佐賀県","248870",""
"2014年6月","41000","佐賀県","178950",""
"2014年7月","41000","佐賀県","222120",""
"2014年8月","41000","佐賀県","276510",""
"2014年9月","41000","佐賀県","213830",""
"2014年10月","41000","佐賀県","278950",""
"2014年11月","41000","佐賀県","283390",""
"2014年12月","41000","佐賀県","242450",""
"2015年1月","41000","佐賀県","214070",""
"2015年2月","41000","佐賀県","225730",""
"2015年3月","41000","佐賀県","268270",""
"2015年4月","41000","佐賀県","247660",""
"2015年5月","41000","佐賀県","265110",""
"2015年6月","41000","佐賀県","204740",""
"2015年7月","41000","佐賀県","250910",""
"2015年8月","41000","佐賀県","300520",""
"2015年9月","41000","佐賀県","266470",""
"2015年10月","41000","佐賀県","280840",""
"2015年11月","41000","佐賀県","278530",""
"2015年12月","41000","佐賀県","249360",""
"2016年1月","41000","佐賀県","221660",""
"2016年2月","41000","佐賀県","225710",""
"2016年3月","41000","佐賀県","265160",""
"2016年4月","41000","佐賀県","244740",""
"2016年5月","41000","佐賀県","248500",""
"2016年6月","41000","佐賀県","217860",""
"2016年7月","41000","佐賀県","234960",""
"2016年8月","41000","佐賀県","305680",""
"2016年9月","41000","佐賀県","252940",""
"2016年10月","41000","佐賀県","267940",""
"2016年11月","41000","佐賀県","293840",""
"2016年12月","41000","佐賀県","261550",""
"2017年1月","41000","佐賀県","226680",""
"2017年2月","41000","佐賀県","217500",""
"2017年3月","41000","佐賀県","263810",""
"2017年4月","41000","佐賀県","254110",""
"2017年5月","41000","佐賀県","258780",""
"2017年6月","41000","佐賀県","214560",""
"2017年7月","41000","佐賀県","263390",""
"2017年8月","41000","佐賀県","300380",""
"2017年9月","41000","佐賀県","239290",""
"2017年10月","41000","佐賀県","244980",""
"2017年11月","41000","佐賀県","247200",""
"2017年12月","41000","佐賀県","242580",""
"2018年1月","41000","佐賀県","210760",""
"2018年2月","41000","佐賀県","213110",""
"2018年3月","41000","佐賀県","250080",""
"2018年4月","41000","佐賀県","227860",""
"2018年5月","41000","佐賀県","245450",""
"2018年6月","41000","佐賀県","199050",""
"2018年7月","41000","佐賀県","210640",""
"2018年8月","41000","佐賀県","264080",""
"2018年9月","41000","佐賀県","206870",""
"2018年10月","41000","佐賀県","236890",""
"2018年11月","41000","佐賀県","256430",""
"2018年12月","41000","佐賀県","231780",""
"2019年1月","41000","佐賀県","209920",""
"2019年2月","41000","佐賀県","205460",""
"2019年3月","41000","佐賀県","261650",""
"2019年4月","41000","佐賀県","257160",""
"2019年5月","41000","佐賀県","267360",""
"2019年6月","41000","佐賀県","215400",""
"2019年7月","41000","佐賀県","234120",""
"2019年8月","41000","佐賀県","272130",""
"2019年9月","41000","佐賀県","215940",""
"2019年10月","41000","佐賀県","221860",""
"2019年11月","41000","佐賀県","237760",""
"2019年12月","41000","佐賀県","202960",""
"2020年1月","41000","佐賀県","191910","速報"
"2020年2月","41000","佐賀県","178570","速報"
"2020年3月","41000","佐賀県","127720","速報"
"2020年4月","41000","佐賀県","54060","速報"
"2020年5月","41000","佐賀県","31480","速報"
"2020年6月","41000","佐賀県","68030","速報"
"2020年7月","41000","佐賀県","110690","速報"
"2020年8月","41000","佐賀県","120500","速報"
"2020年9月","41000","佐賀県","140880","速報"
"2020年10月","41000","佐賀県","174390","速報"
"2020年11月","41000","佐賀県","218450","速報"
"2020年12月","41000","佐賀県","177790","速報"
"2007年1月","42000","長崎県","292060",""
"2007年2月","42000","長崎県","335280",""
"2007年3月","42000","長崎県","434920",""
"2007年4月","42000","長崎県","341690",""
"2007年5月","42000","長崎県","410030",""
"2007年6月","42000","長崎県","286410",""
"2007年7月","42000","長崎県","332180",""
"2007年8月","42000","長崎県","492530",""
"2007年9月","42000","長崎県","336340",""
"2007年10月","42000","長崎県","425550",""
"2007年11月","42000","長崎県","436120",""
"2007年12月","42000","長崎県","363450",""
"2008年1月","42000","長崎県","299930",""
"2008年2月","42000","長崎県","361950",""
"2008年3月","42000","長崎県","427070",""
"2008年4月","42000","長崎県","348160",""
"2008年5月","42000","長崎県","432110",""
"2008年6月","42000","長崎県","295950",""
"2008年7月","42000","長崎県","333640",""
"2008年8月","42000","長崎県","447520",""
"2008年9月","42000","長崎県","315750",""
"2008年10月","42000","長崎県","401720",""
"2008年11月","42000","長崎県","407440",""
"2008年12月","42000","長崎県","309110",""
"2009年1月","42000","長崎県","269610",""
"2009年2月","42000","長崎県","281490",""
"2009年3月","42000","長崎県","384410",""
"2009年4月","42000","長崎県","295430",""
"2009年5月","42000","長崎県","413210",""
"2009年6月","42000","長崎県","295340",""
"2009年7月","42000","長崎県","327270",""
"2009年8月","42000","長崎県","483740",""
"2009年9月","42000","長崎県","350710",""
"2009年10月","42000","長崎県","395980",""
"2009年11月","42000","長崎県","372300",""
"2009年12月","42000","長崎県","312080",""
"2010年1月","42000","長崎県","307940",""
"2010年2月","42000","長崎県","389960",""
"2010年3月","42000","長崎県","468190",""
"2010年4月","42000","長崎県","390090",""
"2010年5月","42000","長崎県","488700",""
"2010年6月","42000","長崎県","352930",""
"2010年7月","42000","長崎県","386020",""
"2010年8月","42000","長崎県","534850",""
"2010年9月","42000","長崎県","383670",""
"2010年10月","42000","長崎県","493450",""
"2010年11月","42000","長崎県","459050",""
"2010年12月","42000","長崎県","385630",""
"2011年1月","42000","長崎県","423690",""
"2011年2月","42000","長崎県","525950",""
"2011年3月","42000","長崎県","534240",""
"2011年4月","42000","長崎県","499310",""
"2011年5月","42000","長崎県","650070",""
"2011年6月","42000","長崎県","533300",""
"2011年7月","42000","長崎県","614860",""
"2011年8月","42000","長崎県","866170",""
"2011年9月","42000","長崎県","581310",""
"2011年10月","42000","長崎県","643410",""
"2011年11月","42000","長崎県","608070",""
"2011年12月","42000","長崎県","513000",""
"2012年1月","42000","長崎県","407120",""
"2012年2月","42000","長崎県","430100",""
"2012年3月","42000","長崎県","558870",""
"2012年4月","42000","長崎県","538460",""
"2012年5月","42000","長崎県","644910",""
"2012年6月","42000","長崎県","476080",""
"2012年7月","42000","長崎県","528620",""
"2012年8月","42000","長崎県","736340",""
"2012年9月","42000","長崎県","517090",""
"2012年10月","42000","長崎県","644880",""
"2012年11月","42000","長崎県","612590",""
"2012年12月","42000","長崎県","533420",""
"2013年1月","42000","長崎県","418830",""
"2013年2月","42000","長崎県","515940",""
"2013年3月","42000","長崎県","606580",""
"2013年4月","42000","長崎県","550120",""
"2013年5月","42000","長崎県","671550",""
"2013年6月","42000","長崎県","476500",""
"2013年7月","42000","長崎県","635580",""
"2013年8月","42000","長崎県","939500",""
"2013年9月","42000","長崎県","560050",""
"2013年10月","42000","長崎県","635320",""
"2013年11月","42000","長崎県","659710",""
"2013年12月","42000","長崎県","585000",""
"2014年1月","42000","長崎県","469980",""
"2014年2月","42000","長崎県","543750",""
"2014年3月","42000","長崎県","658690",""
"2014年4月","42000","長崎県","534410",""
"2014年5月","42000","長崎県","681240",""
"2014年6月","42000","長崎県","490500",""
"2014年7月","42000","長崎県","567610",""
"2014年8月","42000","長崎県","786490",""
"2014年9月","42000","長崎県","567200",""
"2014年10月","42000","長崎県","706270",""
"2014年11月","42000","長崎県","706390",""
"2014年12月","42000","長崎県","602480",""
"2015年1月","42000","長崎県","551460",""
"2015年2月","42000","長崎県","637780",""
"2015年3月","42000","長崎県","821010",""
"2015年4月","42000","長崎県","654910",""
"2015年5月","42000","長崎県","793450",""
"2015年6月","42000","長崎県","599290",""
"2015年7月","42000","長崎県","684210",""
"2015年8月","42000","長崎県","911620",""
"2015年9月","42000","長崎県","731890",""
"2015年10月","42000","長崎県","796520",""
"2015年11月","42000","長崎県","788490",""
"2015年12月","42000","長崎県","701810",""
"2016年1月","42000","長崎県","536560",""
"2016年2月","42000","長崎県","636440",""
"2016年3月","42000","長崎県","724970",""
"2016年4月","42000","長崎県","541480",""
"2016年5月","42000","長崎県","549630",""
"2016年6月","42000","長崎県","452880",""
"2016年7月","42000","長崎県","578930",""
"2016年8月","42000","長崎県","793530",""
"2016年9月","42000","長崎県","615260",""
"2016年10月","42000","長崎県","675740",""
"2016年11月","42000","長崎県","666910",""
"2016年12月","42000","長崎県","611450",""
"2017年1月","42000","長崎県","508810",""
"2017年2月","42000","長崎県","563210",""
"2017年3月","42000","長崎県","732480",""
"2017年4月","42000","長崎県","607110",""
"2017年5月","42000","長崎県","725650",""
"2017年6月","42000","長崎県","533900",""
"2017年7月","42000","長崎県","640890",""
"2017年8月","42000","長崎県","866260",""
"2017年9月","42000","長崎県","563830",""
"2017年10月","42000","長崎県","664980",""
