time	country	variable	value
2014-07-01	Tuvalu	Net Tonnages	5314
2014-07-01	Tuvalu	Net Tonnages (Direct Entrance)	5314
2014-08-01	Tuvalu	Number Of Vessels	7
2014-08-01	Tuvalu	Number Of Vessel (Direct Entrance)	5
2014-08-01	Tuvalu	Net Tonnages	25422
2014-08-01	Tuvalu	Net Tonnages (Direct Entrance)	21908
2014-09-01	Tuvalu	Number Of Vessels	3
2014-09-01	Tuvalu	Number Of Vessel (Direct Entrance)	2
2014-09-01	Tuvalu	Net Tonnages	16257
2014-09-01	Tuvalu	Net Tonnages (Direct Entrance)	15032
2014-10-01	Tuvalu	Number Of Vessels	5
2014-10-01	Tuvalu	Number Of Vessel (Direct Entrance)	2
2014-10-01	Tuvalu	Net Tonnages	6657
2014-10-01	Tuvalu	Net Tonnages (Direct Entrance)	2982
2014-11-01	Tuvalu	Number Of Vessels	7
2014-11-01	Tuvalu	Number Of Vessel (Direct Entrance)	5
2014-11-01	Tuvalu	Net Tonnages	23285
2014-11-01	Tuvalu	Net Tonnages (Direct Entrance)	19771
2014-12-01	Tuvalu	Number Of Vessels	2
2014-12-01	Tuvalu	Number Of Vessel (Direct Entrance)	0
2014-12-01	Tuvalu	Net Tonnages	2450
2014-12-01	Tuvalu	Net Tonnages (Direct Entrance)	0
2014-01-01	Marshall	Number Of Vessels	298
2014-01-01	Marshall	Number Of Vessel (Direct Entrance)	145
2014-01-01	Marshall	Net Tonnages	3437122
2014-01-01	Marshall	Net Tonnages (Direct Entrance)	1928014
2014-02-01	Marshall	Number Of Vessels	326
2014-02-01	Marshall	Number Of Vessel (Direct Entrance)	152
2014-02-01	Marshall	Net Tonnages	4379179
2014-02-01	Marshall	Net Tonnages (Direct Entrance)	2373509
2014-03-01	Marshall	Number Of Vessels	311
2014-03-01	Marshall	Number Of Vessel (Direct Entrance)	140
2014-03-01	Marshall	Net Tonnages	3808495
2014-03-01	Marshall	Net Tonnages (Direct Entrance)	1920094
2014-04-01	Marshall	Number Of Vessels	320
2014-04-01	Marshall	Number Of Vessel (Direct Entrance)	142
2014-04-01	Marshall	Net Tonnages	4757741
2014-04-01	Marshall	Net Tonnages (Direct Entrance)	2336960
2014-05-01	Marshall	Number Of Vessels	312
2014-05-01	Marshall	Number Of Vessel (Direct Entrance)	144
2014-05-01	Marshall	Net Tonnages	4626093
2014-05-01	Marshall	Net Tonnages (Direct Entrance)	2081915
2014-06-01	Marshall	Number Of Vessels	320
2014-06-01	Marshall	Number Of Vessel (Direct Entrance)	151
2014-06-01	Marshall	Net Tonnages	4668783
2014-06-01	Marshall	Net Tonnages (Direct Entrance)	2299312
2014-07-01	Marshall	Number Of Vessels	329
2014-07-01	Marshall	Number Of Vessel (Direct Entrance)	147
2014-07-01	Marshall	Net Tonnages	4417917
2014-07-01	Marshall	Net Tonnages (Direct Entrance)	2035791
2014-08-01	Marshall	Number Of Vessels	327
2014-08-01	Marshall	Number Of Vessel (Direct Entrance)	144
2014-08-01	Marshall	Net Tonnages	4762204
2014-08-01	Marshall	Net Tonnages (Direct Entrance)	2316833
2014-09-01	Marshall	Number Of Vessels	316
2014-09-01	Marshall	Number Of Vessel (Direct Entrance)	139
2014-09-01	Marshall	Net Tonnages	4530776
2014-09-01	Marshall	Net Tonnages (Direct Entrance)	2121759
2014-10-01	Marshall	Number Of Vessels	326
2014-10-01	Marshall	Number Of Vessel (Direct Entrance)	145
2014-10-01	Marshall	Net Tonnages	4352305
2014-10-01	Marshall	Net Tonnages (Direct Entrance)	1951588
2014-11-01	Marshall	Number Of Vessels	351
2014-11-01	Marshall	Number Of Vessel (Direct Entrance)	164
2014-11-01	Marshall	Net Tonnages	5077915
2014-11-01	Marshall	Net Tonnages (Direct Entrance)	2478997
2014-12-01	Marshall	Number Of Vessels	361
2014-12-01	Marshall	Number Of Vessel (Direct Entrance)	168
2014-12-01	Marshall	Net Tonnages	4415272
2014-12-01	Marshall	Net Tonnages (Direct Entrance)	2183627
2014-01-01	Micronesia	Number Of Vessels	0
2014-01-01	Micronesia	Number Of Vessel (Direct Entrance)	0
2014-01-01	Micronesia	Net Tonnages	0
2014-01-01	Micronesia	Net Tonnages (Direct Entrance)	0
2014-02-01	Micronesia	Number Of Vessels	0
2014-02-01	Micronesia	Number Of Vessel (Direct Entrance)	0
2014-02-01	Micronesia	Net Tonnages	0
2014-02-01	Micronesia	Net Tonnages (Direct Entrance)	0
2014-03-01	Micronesia	Number Of Vessels	2
2014-03-01	Micronesia	Number Of Vessel (Direct Entrance)	1
2014-03-01	Micronesia	Net Tonnages	735
2014-03-01	Micronesia	Net Tonnages (Direct Entrance)	401
2014-04-01	Micronesia	Number Of Vessels	0
2014-04-01	Micronesia	Number Of Vessel (Direct Entrance)	0
2014-04-01	Micronesia	Net Tonnages	0
2014-04-01	Micronesia	Net Tonnages (Direct Entrance)	0
2014-05-01	Micronesia	Number Of Vessels	0
2014-05-01	Micronesia	Number Of Vessel (Direct Entrance)	0
2014-05-01	Micronesia	Net Tonnages	0
2014-05-01	Micronesia	Net Tonnages (Direct Entrance)	0
2014-06-01	Micronesia	Number Of Vessels	3
2014-06-01	Micronesia	Number Of Vessel (Direct Entrance)	2
2014-06-01	Micronesia	Net Tonnages	1608
2014-06-01	Micronesia	Net Tonnages (Direct Entrance)	1072
2014-07-01	Micronesia	Number Of Vessels	2
2014-07-01	Micronesia	Number Of Vessel (Direct Entrance)	1
2014-07-01	Micronesia	Net Tonnages	1224
2014-07-01	Micronesia	Net Tonnages (Direct Entrance)	612
2014-08-01	Micronesia	Number Of Vessels	0
2014-08-01	Micronesia	Number Of Vessel (Direct Entrance)	0
2014-08-01	Micronesia	Net Tonnages	0
2014-08-01	Micronesia	Net Tonnages (Direct Entrance)	0
2014-09-01	Micronesia	Number Of Vessels	0
2014-09-01	Micronesia	Number Of Vessel (Direct Entrance)	0
2014-09-01	Micronesia	Net Tonnages	0
2014-09-01	Micronesia	Net Tonnages (Direct Entrance)	0
2014-10-01	Micronesia	Number Of Vessels	0
2014-10-01	Micronesia	Number Of Vessel (Direct Entrance)	0
2014-10-01	Micronesia	Net Tonnages	0
2014-10-01	Micronesia	Net Tonnages (Direct Entrance)	0
2014-11-01	Micronesia	Number Of Vessels	1
2014-11-01	Micronesia	Number Of Vessel (Direct Entrance)	0
2014-11-01	Micronesia	Net Tonnages	536
2014-11-01	Micronesia	Net Tonnages (Direct Entrance)	0
2014-12-01	Micronesia	Number Of Vessels	0
2014-12-01	Micronesia	Number Of Vessel (Direct Entrance)	0
2014-12-01	Micronesia	Net Tonnages	0
2014-12-01	Micronesia	Net Tonnages (Direct Entrance)	0
2011-01-01	100	Number Of Vessels	296
2011-01-01	100	Number Of Vessel (Direct Entrance)	186
2011-01-01	100	Net Tonnages	4780674
2011-01-01	100	Net Tonnages (Direct Entrance)	3199127
2011-02-01	100	Number Of Vessels	270
2011-02-01	100	Number Of Vessel (Direct Entrance)	179
2011-02-01	100	Net Tonnages	3685776
2011-02-01	100	Net Tonnages (Direct Entrance)	2546901
2011-03-01	100	Number Of Vessels	459
2011-03-01	100	Number Of Vessel (Direct Entrance)	246
2011-03-01	100	Net Tonnages	5536431
2011-03-01	100	Net Tonnages (Direct Entrance)	3451144
2011-04-01	100	Number Of Vessels	446
2011-04-01	100	Number Of Vessel (Direct Entrance)	214
2011-04-01	100	Net Tonnages	3756174
2011-04-01	100	Net Tonnages (Direct Entrance)	2626475
2011-05-01	100	Number Of Vessels	450
2011-05-01	100	Number Of Vessel (Direct Entrance)	207
2011-05-01	100	Net Tonnages	4573097
2011-05-01	100	Net Tonnages (Direct Entrance)	2710774
2011-06-01	100	Number Of Vessels	321
2011-06-01	100	Number Of Vessel (Direct Entrance)	185
2011-06-01	100	Net Tonnages	4754214
2011-06-01	100	Net Tonnages (Direct Entrance)	3039903
2011-07-01	100	Number Of Vessels	368
2011-07-01	100	Number Of Vessel (Direct Entrance)	233
2011-07-01	100	Net Tonnages	4897435
2011-07-01	100	Net Tonnages (Direct Entrance)	3310067
2011-08-01	100	Number Of Vessels	358
2011-08-01	100	Number Of Vessel (Direct Entrance)	226
2011-08-01	100	Net Tonnages	5430670
2011-08-01	100	Net Tonnages (Direct Entrance)	3361567
2011-09-01	100	Number Of Vessels	347
2011-09-01	100	Number Of Vessel (Direct Entrance)	222
2011-09-01	100	Net Tonnages	5409832
2011-09-01	100	Net Tonnages (Direct Entrance)	3551755
2011-10-01	100	Number Of Vessels	393
2011-10-01	100	Number Of Vessel (Direct Entrance)	230
2011-10-01	100	Net Tonnages	4055342
2011-10-01	100	Net Tonnages (Direct Entrance)	2724450
2011-11-01	100	Number Of Vessels	426
2011-11-01	100	Number Of Vessel (Direct Entrance)	232
2011-11-01	100	Net Tonnages	6110479
2011-11-01	100	Net Tonnages (Direct Entrance)	3708019
2011-12-01	100	Number Of Vessels	385
2011-12-01	100	Number Of Vessel (Direct Entrance)	216
2011-12-01	100	Net Tonnages	4744975
2011-12-01	100	Net Tonnages (Direct Entrance)	3207023
2011-01-01	Republic of Korea	Number Of Vessels	1460
2011-01-01	Republic of Korea	Number Of Vessel (Direct Entrance)	822
2011-01-01	Republic of Korea	Net Tonnages	2772823
2011-01-01	Republic of Korea	Net Tonnages (Direct Entrance)	1493088
2011-02-01	Republic of Korea	Number Of Vessels	1493
2011-02-01	Republic of Korea	Number Of Vessel (Direct Entrance)	817
2011-02-01	Republic of Korea	Net Tonnages	2908324
2011-02-01	Republic of Korea	Net Tonnages (Direct Entrance)	1474830
2011-03-01	Republic of Korea	Number Of Vessels	1627
2011-03-01	Republic of Korea	Number Of Vessel (Direct Entrance)	872
2011-03-01	Republic of Korea	Net Tonnages	3206202
2011-03-01	Republic of Korea	Net Tonnages (Direct Entrance)	1544384
2011-04-01	Republic of Korea	Number Of Vessels	1548
2011-04-01	Republic of Korea	Number Of Vessel (Direct Entrance)	820
2011-04-01	Republic of Korea	Net Tonnages	2870914
2011-04-01	Republic of Korea	Net Tonnages (Direct Entrance)	1425639
2011-05-01	Republic of Korea	Number Of Vessels	1514
2011-05-01	Republic of Korea	Number Of Vessel (Direct Entrance)	795
2011-05-01	Republic of Korea	Net Tonnages	2935768
2011-05-01	Republic of Korea	Net Tonnages (Direct Entrance)	1417873
2011-06-01	Republic of Korea	Number Of Vessels	1543
2011-06-01	Republic of Korea	Number Of Vessel (Direct Entrance)	823
2011-06-01	Republic of Korea	Net Tonnages	2787991
2011-06-01	Republic of Korea	Net Tonnages (Direct Entrance)	1389346
2011-07-01	Republic of Korea	Number Of Vessels	1596
2011-07-01	Republic of Korea	Number Of Vessel (Direct Entrance)	844
2011-07-01	Republic of Korea	Net Tonnages	3204917
2011-07-01	Republic of Korea	Net Tonnages (Direct Entrance)	1587728
2011-08-01	Republic of Korea	Number Of Vessels	1648
2011-08-01	Republic of Korea	Number Of Vessel (Direct Entrance)	880
2011-08-01	Republic of Korea	Net Tonnages	2957154
2011-08-01	Republic of Korea	Net Tonnages (Direct Entrance)	1500117
2011-09-01	Republic of Korea	Number Of Vessels	1457
2011-09-01	Republic of Korea	Number Of Vessel (Direct Entrance)	776
2011-09-01	Republic of Korea	Net Tonnages	2751725
2011-09-01	Republic of Korea	Net Tonnages (Direct Entrance)	1363452
2011-10-01	Republic of Korea	Number Of Vessels	1598
2011-10-01	Republic of Korea	Number Of Vessel (Direct Entrance)	847
2011-10-01	Republic of Korea	Net Tonnages	3067634
2011-10-01	Republic of Korea	Net Tonnages (Direct Entrance)	1503447
2011-11-01	Republic of Korea	Number Of Vessels	1620
2011-11-01	Republic of Korea	Number Of Vessel (Direct Entrance)	866
2011-11-01	Republic of Korea	Net Tonnages	2978723
2011-11-01	Republic of Korea	Net Tonnages (Direct Entrance)	1491515
2011-12-01	Republic of Korea	Number Of Vessels	1557
2011-12-01	Republic of Korea	Number Of Vessel (Direct Entrance)	806
2011-12-01	Republic of Korea	Net Tonnages	2851353
2011-12-01	Republic of Korea	Net Tonnages (Direct Entrance)	1385654
2011-01-01	People's Republic of China	Number Of Vessels	210
2011-01-01	People's Republic of China	Number Of Vessel (Direct Entrance)	119
2011-01-01	People's Republic of China	Net Tonnages	819675
2011-01-01	People's Republic of China	Net Tonnages (Direct Entrance)	456140
2011-02-01	People's Republic of China	Number Of Vessels	209
2011-02-01	People's Republic of China	Number Of Vessel (Direct Entrance)	124
2011-02-01	People's Republic of China	Net Tonnages	846836
2011-02-01	People's Republic of China	Net Tonnages (Direct Entrance)	447399
2011-03-01	People's Republic of China	Number Of Vessels	296
2011-03-01	People's Republic of China	Number Of Vessel (Direct Entrance)	197
2011-03-01	People's Republic of China	Net Tonnages	862976
2011-03-01	People's Republic of China	Net Tonnages (Direct Entrance)	532242
2011-04-01	People's Republic of China	Number Of Vessels	253
2011-04-01	People's Republic of China	Number Of Vessel (Direct Entrance)	154
2011-04-01	People's Republic of China	Net Tonnages	951967
2011-04-01	People's Republic of China	Net Tonnages (Direct Entrance)	478817
2011-05-01	People's Republic of China	Number Of Vessels	192
2011-05-01	People's Republic of China	Number Of Vessel (Direct Entrance)	110
2011-05-01	People's Republic of China	Net Tonnages	796466
2011-05-01	People's Republic of China	Net Tonnages (Direct Entrance)	428581
2011-06-01	People's Republic of China	Number Of Vessels	193
2011-06-01	People's Republic of China	Number Of Vessel (Direct Entrance)	94
2011-06-01	People's Republic of China	Net Tonnages	807243
2011-06-01	People's Republic of China	Net Tonnages (Direct Entrance)	439943
2011-07-01	People's Republic of China	Number Of Vessels	216
2011-07-01	People's Republic of China	Number Of Vessel (Direct Entrance)	114
2011-07-01	People's Republic of China	Net Tonnages	1132654
2011-07-01	People's Republic of China	Net Tonnages (Direct Entrance)	607916
2011-08-01	People's Republic of China	Number Of Vessels	203
2011-08-01	People's Republic of China	Number Of Vessel (Direct Entrance)	116
2011-08-01	People's Republic of China	Net Tonnages	1122375
2011-08-01	People's Republic of China	Net Tonnages (Direct Entrance)	720918
2011-09-01	People's Republic of China	Number Of Vessels	210
2011-09-01	People's Republic of China	Number Of Vessel (Direct Entrance)	120
2011-09-01	People's Republic of China	Net Tonnages	969484
2011-09-01	People's Republic of China	Net Tonnages (Direct Entrance)	607181
2011-10-01	People's Republic of China	Number Of Vessels	260
2011-10-01	People's Republic of China	Number Of Vessel (Direct Entrance)	140
2011-10-01	People's Republic of China	Net Tonnages	1056664
2011-10-01	People's Republic of China	Net Tonnages (Direct Entrance)	619073
2011-11-01	People's Republic of China	Number Of Vessels	312
2011-11-01	People's Republic of China	Number Of Vessel (Direct Entrance)	168
2011-11-01	People's Republic of China	Net Tonnages	986027
2011-11-01	People's Republic of China	Net Tonnages (Direct Entrance)	494446
2011-12-01	People's Republic of China	Number Of Vessels	303
2011-12-01	People's Republic of China	Number Of Vessel (Direct Entrance)	169
2011-12-01	People's Republic of China	Net Tonnages	1092121
2011-12-01	People's Republic of China	Net Tonnages (Direct Entrance)	585587
2011-01-01	Taiwan	Number Of Vessels	21
2011-01-01	Taiwan	Number Of Vessel (Direct Entrance)	8
2011-01-01	Taiwan	Net Tonnages	122418
2011-01-01	Taiwan	Net Tonnages (Direct Entrance)	43821
2011-02-01	Taiwan	Number Of Vessels	27
2011-02-01	Taiwan	Number Of Vessel (Direct Entrance)	9
2011-02-01	Taiwan	Net Tonnages	169555
2011-02-01	Taiwan	Net Tonnages (Direct Entrance)	54025
2011-03-01	Taiwan	Number Of Vessels	37
2011-03-01	Taiwan	Number Of Vessel (Direct Entrance)	9
2011-03-01	Taiwan	Net Tonnages	235612
2011-03-01	Taiwan	Net Tonnages (Direct Entrance)	51465
2011-04-01	Taiwan	Number Of Vessels	37
2011-04-01	Taiwan	Number Of Vessel (Direct Entrance)	11
2011-04-01	Taiwan	Net Tonnages	232287
2011-04-01	Taiwan	Net Tonnages (Direct Entrance)	60922
2011-05-01	Taiwan	Number Of Vessels	33
2011-05-01	Taiwan	Number Of Vessel (Direct Entrance)	13
2011-05-01	Taiwan	Net Tonnages	211017
2011-05-01	Taiwan	Net Tonnages (Direct Entrance)	84973
2011-06-01	Taiwan	Number Of Vessels	39
2011-06-01	Taiwan	Number Of Vessel (Direct Entrance)	14
2011-06-01	Taiwan	Net Tonnages	280695
2011-06-01	Taiwan	Net Tonnages (Direct Entrance)	80805
2011-07-01	Taiwan	Number Of Vessels	37
2011-07-01	Taiwan	Number Of Vessel (Direct Entrance)	14
2011-07-01	Taiwan	Net Tonnages	211345
2011-07-01	Taiwan	Net Tonnages (Direct Entrance)	59089
2011-08-01	Taiwan	Number Of Vessels	36
2011-08-01	Taiwan	Number Of Vessel (Direct Entrance)	12
2011-08-01	Taiwan	Net Tonnages	221115
2011-08-01	Taiwan	Net Tonnages (Direct Entrance)	63522
2011-09-01	Taiwan	Number Of Vessels	33
2011-09-01	Taiwan	Number Of Vessel (Direct Entrance)	11
2011-09-01	Taiwan	Net Tonnages	200841
2011-09-01	Taiwan	Net Tonnages (Direct Entrance)	57263
2011-10-01	Taiwan	Number Of Vessels	39
2011-10-01	Taiwan	Number Of Vessel (Direct Entrance)	13
2011-10-01	Taiwan	Net Tonnages	236842
2011-10-01	Taiwan	Net Tonnages (Direct Entrance)	67074
2011-11-01	Taiwan	Number Of Vessels	41
2011-11-01	Taiwan	Number Of Vessel (Direct Entrance)	13
2011-11-01	Taiwan	Net Tonnages	253898
2011-11-01	Taiwan	Net Tonnages (Direct Entrance)	71554
2011-12-01	Taiwan	Number Of Vessels	45
2011-12-01	Taiwan	Number Of Vessel (Direct Entrance)	14
2011-12-01	Taiwan	Net Tonnages	279986
2011-12-01	Taiwan	Net Tonnages (Direct Entrance)	74775
2011-01-01	Mongolia	Number Of Vessels	12
2011-01-01	Mongolia	Number Of Vessel (Direct Entrance)	6
2011-01-01	Mongolia	Net Tonnages	13131
2011-01-01	Mongolia	Net Tonnages (Direct Entrance)	6835
2011-02-01	Mongolia	Number Of Vessels	16
2011-02-01	Mongolia	Number Of Vessel (Direct Entrance)	14
2011-02-01	Mongolia	Net Tonnages	17201
2011-02-01	Mongolia	Net Tonnages (Direct Entrance)	15227
2011-03-01	Mongolia	Number Of Vessels	28
2011-03-01	Mongolia	Number Of Vessel (Direct Entrance)	17
2011-03-01	Mongolia	Net Tonnages	24988
2011-03-01	Mongolia	Net Tonnages (Direct Entrance)	15824
2011-04-01	Mongolia	Number Of Vessels	12
2011-04-01	Mongolia	Number Of Vessel (Direct Entrance)	9
2011-04-01	Mongolia	Net Tonnages	10874
2011-04-01	Mongolia	Net Tonnages (Direct Entrance)	7358
2011-05-01	Mongolia	Number Of Vessels	21
2011-05-01	Mongolia	Number Of Vessel (Direct Entrance)	16
2011-05-01	Mongolia	Net Tonnages	19604
2011-05-01	Mongolia	Net Tonnages (Direct Entrance)	15055
2011-06-01	Mongolia	Number Of Vessels	18
2011-06-01	Mongolia	Number Of Vessel (Direct Entrance)	15
2011-06-01	Mongolia	Net Tonnages	16517
2011-06-01	Mongolia	Net Tonnages (Direct Entrance)	14529
2011-07-01	Mongolia	Number Of Vessels	9
2011-07-01	Mongolia	Number Of Vessel (Direct Entrance)	7
2011-07-01	Mongolia	Net Tonnages	7306
2011-07-01	Mongolia	Net Tonnages (Direct Entrance)	6016
2011-08-01	Mongolia	Number Of Vessels	11
2011-08-01	Mongolia	Number Of Vessel (Direct Entrance)	9
2011-08-01	Mongolia	Net Tonnages	9806
2011-08-01	Mongolia	Net Tonnages (Direct Entrance)	7277
2011-09-01	Mongolia	Number Of Vessels	7
2011-09-01	Mongolia	Number Of Vessel (Direct Entrance)	7
2011-09-01	Mongolia	Net Tonnages	5725
2011-09-01	Mongolia	Net Tonnages (Direct Entrance)	5725
2011-10-01	Mongolia	Number Of Vessels	12
2011-10-01	Mongolia	Number Of Vessel (Direct Entrance)	10
2011-10-01	Mongolia	Net Tonnages	9246
2011-10-01	Mongolia	Net Tonnages (Direct Entrance)	7892
2011-11-01	Mongolia	Number Of Vessels	9
2011-11-01	Mongolia	Number Of Vessel (Direct Entrance)	8
2011-11-01	Mongolia	Net Tonnages	7321
2011-11-01	Mongolia	Net Tonnages (Direct Entrance)	6676
2011-12-01	Mongolia	Number Of Vessels	11
2011-12-01	Mongolia	Number Of Vessel (Direct Entrance)	8
2011-12-01	Mongolia	Net Tonnages	9913
2011-12-01	Mongolia	Net Tonnages (Direct Entrance)	7263
2011-01-01	Hong Kong	Number Of Vessels	526
2011-01-01	Hong Kong	Number Of Vessel (Direct Entrance)	226
2011-01-01	Hong Kong	Net Tonnages	5475401
2011-01-01	Hong Kong	Net Tonnages (Direct Entrance)	2430881
2011-02-01	Hong Kong	Number Of Vessels	501
2011-02-01	Hong Kong	Number Of Vessel (Direct Entrance)	208
2011-02-01	Hong Kong	Net Tonnages	5021691
2011-02-01	Hong Kong	Net Tonnages (Direct Entrance)	2187361
2011-03-01	Hong Kong	Number Of Vessels	556
2011-03-01	Hong Kong	Number Of Vessel (Direct Entrance)	234
2011-03-01	Hong Kong	Net Tonnages	5072591
2011-03-01	Hong Kong	Net Tonnages (Direct Entrance)	2327172
2011-04-01	Hong Kong	Number Of Vessels	558
2011-04-01	Hong Kong	Number Of Vessel (Direct Entrance)	215
2011-04-01	Hong Kong	Net Tonnages	5475126
2011-04-01	Hong Kong	Net Tonnages (Direct Entrance)	2298118
2011-05-01	Hong Kong	Number Of Vessels	511
2011-05-01	Hong Kong	Number Of Vessel (Direct Entrance)	216
2011-05-01	Hong Kong	Net Tonnages	4963270
2011-05-01	Hong Kong	Net Tonnages (Direct Entrance)	2205360
2011-06-01	Hong Kong	Number Of Vessels	546
2011-06-01	Hong Kong	Number Of Vessel (Direct Entrance)	218
2011-06-01	Hong Kong	Net Tonnages	5138548
2011-06-01	Hong Kong	Net Tonnages (Direct Entrance)	2135169
2011-07-01	Hong Kong	Number Of Vessels	577
2011-07-01	Hong Kong	Number Of Vessel (Direct Entrance)	217
2011-07-01	Hong Kong	Net Tonnages	5926069
2011-07-01	Hong Kong	Net Tonnages (Direct Entrance)	2428751
2011-08-01	Hong Kong	Number Of Vessels	554
2011-08-01	Hong Kong	Number Of Vessel (Direct Entrance)	226
2011-08-01	Hong Kong	Net Tonnages	5736459
2011-08-01	Hong Kong	Net Tonnages (Direct Entrance)	2477258
2011-09-01	Hong Kong	Number Of Vessels	545
2011-09-01	Hong Kong	Number Of Vessel (Direct Entrance)	223
2011-09-01	Hong Kong	Net Tonnages	5515974
2011-09-01	Hong Kong	Net Tonnages (Direct Entrance)	2345991
2011-10-01	Hong Kong	Number Of Vessels	543
2011-10-01	Hong Kong	Number Of Vessel (Direct Entrance)	222
2011-10-01	Hong Kong	Net Tonnages	5390734
2011-10-01	Hong Kong	Net Tonnages (Direct Entrance)	2315347
2011-11-01	Hong Kong	Number Of Vessels	527
2011-11-01	Hong Kong	Number Of Vessel (Direct Entrance)	199
2011-11-01	Hong Kong	Net Tonnages	5051823
2011-11-01	Hong Kong	Net Tonnages (Direct Entrance)	1991826
2011-12-01	Hong Kong	Number Of Vessels	540
2011-12-01	Hong Kong	Number Of Vessel (Direct Entrance)	211
2011-12-01	Hong Kong	Net Tonnages	5726706
2011-12-01	Hong Kong	Net Tonnages (Direct Entrance)	2391550
2011-01-01	Viet Nam	Number Of Vessels	37
2011-01-01	Viet Nam	Number Of Vessel (Direct Entrance)	15
2011-01-01	Viet Nam	Net Tonnages	149918
2011-01-01	Viet Nam	Net Tonnages (Direct Entrance)	59628
2011-02-01	Viet Nam	Number Of Vessels	38
2011-02-01	Viet Nam	Number Of Vessel (Direct Entrance)	20
2011-02-01	Viet Nam	Net Tonnages	156544
