time	location	total	foreigners
2012-07-01	Yamaguchi	349720	4720
2012-08-01	Yamaguchi	490810	3250
2012-09-01	Yamaguchi	378560	3210
2012-10-01	Yamaguchi	402510	4500
2012-11-01	Yamaguchi	385680	4240
2012-12-01	Yamaguchi	325940	3070
2013-01-01	Yamaguchi	310070	3370
2013-02-01	Yamaguchi	321490	4480
2013-03-01	Yamaguchi	399330	4350
2013-04-01	Yamaguchi	326670	3380
2013-05-01	Yamaguchi	369880	4230
2013-06-01	Yamaguchi	322620	3290
2013-07-01	Yamaguchi	364940	5120
2013-08-01	Yamaguchi	489500	4440
2013-09-01	Yamaguchi	347230	3700
2013-10-01	Yamaguchi	382000	3520
2013-11-01	Yamaguchi	400720	3390
2013-12-01	Yamaguchi	344640	2940
2014-01-01	Yamaguchi	281640	5570
2014-02-01	Yamaguchi	283290	4560
2014-03-01	Yamaguchi	370750	5540
2014-04-01	Yamaguchi	356870	4980
2014-05-01	Yamaguchi	411690	4650
2014-06-01	Yamaguchi	339790	4210
2014-07-01	Yamaguchi	372160	3760
2014-08-01	Yamaguchi	477190	3860
2014-09-01	Yamaguchi	371570	3930
2014-10-01	Yamaguchi	418500	4920
2014-11-01	Yamaguchi	431560	5060
2014-12-01	Yamaguchi	374320	5630
2015-01-01	Yamaguchi	318190	7320
2015-02-01	Yamaguchi	326130	7730
2015-03-01	Yamaguchi	414290	9660
2015-04-01	Yamaguchi	367580	10830
2015-05-01	Yamaguchi	440250	5310
2015-06-01	Yamaguchi	361260	6830
2015-07-01	Yamaguchi	380480	12070
2015-08-01	Yamaguchi	500860	9960
2015-09-01	Yamaguchi	413610	10530
2015-10-01	Yamaguchi	497040	11840
2015-11-01	Yamaguchi	434920	6930
2015-12-01	Yamaguchi	392570	10410
2016-01-01	Yamaguchi	317160	7790
2016-02-01	Yamaguchi	340670	9600
2016-03-01	Yamaguchi	404400	9900
2016-04-01	Yamaguchi	364710	10210
2016-05-01	Yamaguchi	404850	8910
2016-06-01	Yamaguchi	322810	6510
2016-07-01	Yamaguchi	378070	5690
2016-08-01	Yamaguchi	512500	5500
2016-09-01	Yamaguchi	419540	5670
2016-10-01	Yamaguchi	428090	7290
2016-11-01	Yamaguchi	396170	7840
2016-12-01	Yamaguchi	374930	7620
2017-01-01	Yamaguchi	286270	9560
2017-02-01	Yamaguchi	299150	11060
2017-03-01	Yamaguchi	402310	9910
2017-04-01	Yamaguchi	362230	11170
2017-05-01	Yamaguchi	411180	9800
2017-06-01	Yamaguchi	336600	7670
2017-07-01	Yamaguchi	355610	7560
2017-08-01	Yamaguchi	506980	8400
2017-09-01	Yamaguchi	357650	8390
2017-10-01	Yamaguchi	395910	11420
2017-11-01	Yamaguchi	390980	12480
2017-12-01	Yamaguchi	335770	9900
2018-01-01	Yamaguchi	284200	8950
2018-02-01	Yamaguchi	294970	11490
2018-03-01	Yamaguchi	389150	10920
2018-04-01	Yamaguchi	352470	11630
2018-05-01	Yamaguchi	379120	9370
2018-06-01	Yamaguchi	334730	7820
2018-07-01	Yamaguchi	330040	9080
2018-08-01	Yamaguchi	457660	8190
2018-09-01	Yamaguchi	368230	9540
2018-10-01	Yamaguchi	401880	8660
2018-11-01	Yamaguchi	401220	12460
2018-12-01	Yamaguchi	358290	14530
2019-01-01	Yamaguchi	260760	10360
2019-02-01	Yamaguchi	268260	12390
2019-03-01	Yamaguchi	340690	11240
2019-04-01	Yamaguchi	346400	11380
2019-05-01	Yamaguchi	372090	8890
2019-06-01	Yamaguchi	278770	8220
2019-07-01	Yamaguchi	287410	8250
2019-08-01	Yamaguchi	391350	6470
2019-09-01	Yamaguchi	289870	6150
2019-10-01	Yamaguchi	319550	6540
2019-11-01	Yamaguchi	331130	8580
2019-12-01	Yamaguchi	275670	5900
2020-01-01	Yamaguchi	279790	7960
2020-02-01	Yamaguchi	289970	10390
2020-03-01	Yamaguchi	243200	3670
2020-04-01	Yamaguchi	102320	1100
2020-05-01	Yamaguchi	96630	840
2020-06-01	Yamaguchi	152090	950
2020-07-01	Yamaguchi	204360	620
2020-08-01	Yamaguchi	241660	910
2020-09-01	Yamaguchi	314550	1290
2020-10-01	Yamaguchi	364460	1200
2020-11-01	Yamaguchi	336080	1120
2020-12-01	Yamaguchi	284030	1650
2021-01-01	Yamaguchi	201110	2290
2021-02-01	Yamaguchi	199220	1680
2007-01-01	Tokushima	72620	790
2007-02-01	Tokushima	79770	1110
2007-03-01	Tokushima	112250	1820
2007-04-01	Tokushima	107500	1940
2007-05-01	Tokushima	108380	960
2007-06-01	Tokushima	94410	960
2007-07-01	Tokushima	104130	3600
2007-08-01	Tokushima	145930	2460
2007-09-01	Tokushima	104420	900
2007-10-01	Tokushima	113880	1090
2007-11-01	Tokushima	110210	1670
2007-12-01	Tokushima	87980	2440
2008-01-01	Tokushima	82550	1760
2008-02-01	Tokushima	84360	1210
2008-03-01	Tokushima	119440	1570
2008-04-01	Tokushima	108990	2230
2008-05-01	Tokushima	112910	1960
2008-06-01	Tokushima	90190	1550
2008-07-01	Tokushima	112370	1300
2008-08-01	Tokushima	141830	1000
2008-09-01	Tokushima	97500	1380
2008-10-01	Tokushima	102410	1560
2008-11-01	Tokushima	101730	1820
2008-12-01	Tokushima	78170	1190
2009-01-01	Tokushima	78630	770
2009-02-01	Tokushima	73120	910
2009-03-01	Tokushima	113610	1030
2009-04-01	Tokushima	98160	1200
2009-05-01	Tokushima	106070	650
2009-06-01	Tokushima	82310	490
2009-07-01	Tokushima	103870	1090
2009-08-01	Tokushima	138970	1040
2009-09-01	Tokushima	104480	650
2009-10-01	Tokushima	105820	2300
2009-11-01	Tokushima	103480	1370
2009-12-01	Tokushima	86750	1060
2010-01-01	Tokushima	95100	1100
2010-02-01	Tokushima	94480	1930
2010-03-01	Tokushima	144570	1840
2010-04-01	Tokushima	116810	2860
2010-05-01	Tokushima	122650	1940
2010-06-01	Tokushima	95500	1600
2010-07-01	Tokushima	126220	1000
2010-08-01	Tokushima	174400	1460
2010-09-01	Tokushima	117540	1350
2010-10-01	Tokushima	121820	1890
2010-11-01	Tokushima	112730	2910
2010-12-01	Tokushima	87240	1680
2011-01-01	Tokushima	130050	1550
2011-02-01	Tokushima	132290	1340
2011-03-01	Tokushima	160680	740
2011-04-01	Tokushima	159880	1110
2011-05-01	Tokushima	173340	1240
2011-06-01	Tokushima	136990	1370
2011-07-01	Tokushima	154880	2210
2011-08-01	Tokushima	214100	1280
2011-09-01	Tokushima	156040	2890
2011-10-01	Tokushima	203880	2260
2011-11-01	Tokushima	198820	2270
2011-12-01	Tokushima	142510	1060
2012-01-01	Tokushima	108580	1040
2012-02-01	Tokushima	120170	2750
2012-03-01	Tokushima	162210	2720
2012-04-01	Tokushima	171930	9470
2012-05-01	Tokushima	166480	7870
2012-06-01	Tokushima	130640	8250
2012-07-01	Tokushima	140560	1950
2012-08-01	Tokushima	210230	1660
2012-09-01	Tokushima	140170	2570
2012-10-01	Tokushima	167210	2410
2012-11-01	Tokushima	175780	2630
2012-12-01	Tokushima	126060	1770
2013-01-01	Tokushima	135520	760
2013-02-01	Tokushima	139280	920
2013-03-01	Tokushima	190950	1590
2013-04-01	Tokushima	212510	4120
2013-05-01	Tokushima	209510	2190
2013-06-01	Tokushima	163840	1460
2013-07-01	Tokushima	188780	3110
2013-08-01	Tokushima	272820	6370
2013-09-01	Tokushima	191890	2750
2013-10-01	Tokushima	185640	2810
2013-11-01	Tokushima	201260	3790
2013-12-01	Tokushima	164720	2470
2014-01-01	Tokushima	156770	1800
2014-02-01	Tokushima	165050	1870
2014-03-01	Tokushima	232970	2610
2014-04-01	Tokushima	228150	3560
2014-05-01	Tokushima	248150	2430
2014-06-01	Tokushima	190060	2380
2014-07-01	Tokushima	283580	3230
2014-08-01	Tokushima	355540	3900
2014-09-01	Tokushima	269630	2320
2014-10-01	Tokushima	251050	3730
2014-11-01	Tokushima	260460	4750
2014-12-01	Tokushima	227740	3370
2015-01-01	Tokushima	140120	2110
2015-02-01	Tokushima	142880	2810
2015-03-01	Tokushima	207280	3810
2015-04-01	Tokushima	193630	5970
2015-05-01	Tokushima	222600	4410
2015-06-01	Tokushima	165600	4790
2015-07-01	Tokushima	204950	8220
2015-08-01	Tokushima	295600	5640
2015-09-01	Tokushima	200460	3790
2015-10-01	Tokushima	203070	5720
2015-11-01	Tokushima	186280	7280
2015-12-01	Tokushima	152440	3770
2016-01-01	Tokushima	148310	3330
2016-02-01	Tokushima	150510	5130
2016-03-01	Tokushima	200040	5570
2016-04-01	Tokushima	191030	6710
2016-05-01	Tokushima	208970	4910
2016-06-01	Tokushima	171770	4670
2016-07-01	Tokushima	222260	5430
2016-08-01	Tokushima	292880	6330
2016-09-01	Tokushima	193540	5910
2016-10-01	Tokushima	214360	7950
2016-11-01	Tokushima	212130	8340
2016-12-01	Tokushima	177350	5190
2017-01-01	Tokushima	138450	4340
2017-02-01	Tokushima	138870	4820
2017-03-01	Tokushima	209140	7220
2017-04-01	Tokushima	190130	10620
2017-05-01	Tokushima	215200	8280
2017-06-01	Tokushima	177860	8010
2017-07-01	Tokushima	205480	9710
2017-08-01	Tokushima	280170	9010
2017-09-01	Tokushima	179500	6550
2017-10-01	Tokushima	201750	15330
2017-11-01	Tokushima	201230	12270
2017-12-01	Tokushima	160390	6650
2018-01-01	Tokushima	126580	4850
2018-02-01	Tokushima	138820	8010
2018-03-01	Tokushima	207850	11360
2018-04-01	Tokushima	194310	11630
2018-05-01	Tokushima	209420	9740
2018-06-01	Tokushima	154390	8790
2018-07-01	Tokushima	176850	10010
2018-08-01	Tokushima	265940	11270
2018-09-01	Tokushima	179450	6990
2018-10-01	Tokushima	205890	11510
2018-11-01	Tokushima	200220	14000
2018-12-01	Tokushima	164260	8060
2019-01-01	Tokushima	158890	7010
2019-02-01	Tokushima	157730	8850
2019-03-01	Tokushima	219230	12030
2019-04-01	Tokushima	227470	13220
2019-05-01	Tokushima	252050	11410
2019-06-01	Tokushima	184890	9710
2019-07-01	Tokushima	209720	9540
2019-08-01	Tokushima	289220	12750
2019-09-01	Tokushima	206710	9630
2019-10-01	Tokushima	241110	13860
2019-11-01	Tokushima	236140	15290
2019-12-01	Tokushima	185380	10280
2020-01-01	Tokushima	152840	8480
2020-02-01	Tokushima	161970	7130
2020-03-01	Tokushima	114990	1810
2020-04-01	Tokushima	47210	450
2020-05-01	Tokushima	32360	100
2020-06-01	Tokushima	68410	160
2020-07-01	Tokushima	122510	410
2020-08-01	Tokushima	159760	240
2020-09-01	Tokushima	131810	370
2020-10-01	Tokushima	152120	150
2020-11-01	Tokushima	164200	1590
2020-12-01	Tokushima	158260	360
2021-01-01	Tokushima	64230	100
2021-02-01	Tokushima	86680	240
2007-01-01	Kagawa	142440	2600
2007-02-01	Kagawa	156200	2990
2007-03-01	Kagawa	205980	5740
2007-04-01	Kagawa	176100	4710
2007-05-01	Kagawa	172480	2330
2007-06-01	Kagawa	146920	1790
2007-07-01	Kagawa	156380	2190
2007-08-01	Kagawa	252510	2990
2007-09-01	Kagawa	168360	2470
2007-10-01	Kagawa	188460	3810
2007-11-01	Kagawa	209510	5080
2007-12-01	Kagawa	160650	3210
2008-01-01	Kagawa	155130	4520
2008-02-01	Kagawa	158870	3610
2008-03-01	Kagawa	201270	3740
2008-04-01	Kagawa	193020	5220
2008-05-01	Kagawa	194970	3220
2008-06-01	Kagawa	154250	2640
2008-07-01	Kagawa	194040	2200
2008-08-01	Kagawa	266340	1930
2008-09-01	Kagawa	174710	2930
2008-10-01	Kagawa	200840	3580
2008-11-01	Kagawa	217580	4390
2008-12-01	Kagawa	157410	1300
2009-01-01	Kagawa	146320	1420
2009-02-01	Kagawa	148690	1080
2009-03-01	Kagawa	205900	1790
2009-04-01	Kagawa	162780	4070
2009-05-01	Kagawa	175850	1740
2009-06-01	Kagawa	142090	1340
2009-07-01	Kagawa	181140	1690
2009-08-01	Kagawa	252170	1880
2009-09-01	Kagawa	187980	1720
2009-10-01	Kagawa	196550	3250
2009-11-01	Kagawa	208930	3700
2009-12-01	Kagawa	159130	1830
2010-01-01	Kagawa	172940	1510
2010-02-01	Kagawa	184770	2600
2010-03-01	Kagawa	249640	3330
2010-04-01	Kagawa	195230	5820
2010-05-01	Kagawa	214300	4040
2010-06-01	Kagawa	166250	3910
2010-07-01	Kagawa	209850	4430
2010-08-01	Kagawa	295640	4460
2010-09-01	Kagawa	210300	3140
2010-10-01	Kagawa	225400	3270
2010-11-01	Kagawa	224230	3820
2010-12-01	Kagawa	173170	1770
2011-01-01	Kagawa	220060	1680
2011-02-01	Kagawa	237950	2760
2011-03-01	Kagawa	294820	1870
2011-04-01	Kagawa	272600	1240
2011-05-01	Kagawa	313540	1600
2011-06-01	Kagawa	231940	2340
2011-07-01	Kagawa	267150	3440
2011-08-01	Kagawa	420130	3380
2011-09-01	Kagawa	255070	3370
2011-10-01	Kagawa	262310	4570
2011-11-01	Kagawa	277290	7740
2011-12-01	Kagawa	212150	2600
2012-01-01	Kagawa	218600	2380
2012-02-01	Kagawa	234970	2800
2012-03-01	Kagawa	368310	4470
2012-04-01	Kagawa	294510	5140
2012-05-01	Kagawa	304070	2540
2012-06-01	Kagawa	244910	2980
2012-07-01	Kagawa	306130	3880
2012-08-01	Kagawa	447980	3390
2012-09-01	Kagawa	291630	3740
2012-10-01	Kagawa	277550	3320
2012-11-01	Kagawa	317060	6320
2012-12-01	Kagawa	244370	2150
2013-01-01	Kagawa	227200	2540
2013-02-01	Kagawa	248290	3890
2013-03-01	Kagawa	341320	6200
2013-04-01	Kagawa	295240	7140
2013-05-01	Kagawa	298100	7530
2013-06-01	Kagawa	233820	6310
2013-07-01	Kagawa	289510	7450
2013-08-01	Kagawa	461990	9900
2013-09-01	Kagawa	283040	9150
2013-10-01	Kagawa	319460	14980
2013-11-01	Kagawa	331050	13600
2013-12-01	Kagawa	256170	7150
2014-01-01	Kagawa	214860	4350
2014-02-01	Kagawa	205300	5640
2014-03-01	Kagawa	306080	8450
2014-04-01	Kagawa	257600	15330
2014-05-01	Kagawa	286070	13380
2014-06-01	Kagawa	231280	11810
2014-07-01	Kagawa	311830	11630
2014-08-01	Kagawa	448480	10300
2014-09-01	Kagawa	295630	12520
2014-10-01	Kagawa	299010	19310
2014-11-01	Kagawa	343810	17930
2014-12-01	Kagawa	262770	12070
2015-01-01	Kagawa	242150	8510
2015-02-01	Kagawa	260010	12260
2015-03-01	Kagawa	366400	15790
2015-04-01	Kagawa	308170	24300
2015-05-01	Kagawa	358130	19920
2015-06-01	Kagawa	273440	16850
2015-07-01	Kagawa	369250	21580
2015-08-01	Kagawa	516490	21450
2015-09-01	Kagawa	383470	15580
2015-10-01	Kagawa	348260	21360
2015-11-01	Kagawa	357370	19700
2015-12-01	Kagawa	293440	13180
2016-01-01	Kagawa	230860	13040
2016-02-01	Kagawa	256830	18170
2016-03-01	Kagawa	353130	24150
2016-04-01	Kagawa	315600	34110
2016-05-01	Kagawa	313140	24960
2016-06-01	Kagawa	247920	22810
2016-07-01	Kagawa	328220	33460
2016-08-01	Kagawa	451890	35880
2016-09-01	Kagawa	322630	32890
2016-10-01	Kagawa	359240	50070
2016-11-01	Kagawa	331200	45620
2016-12-01	Kagawa	269250	23210
2017-01-01	Kagawa	231370	24940
2017-02-01	Kagawa	235660	25740
2017-03-01	Kagawa	353170	35360
2017-04-01	Kagawa	310000	54440
2017-05-01	Kagawa	330720	41920
2017-06-01	Kagawa	264260	43760
2017-07-01	Kagawa	326390	43980
2017-08-01	Kagawa	442820	39290
2017-09-01	Kagawa	306780	38890
2017-10-01	Kagawa	337260	52100
2017-11-01	Kagawa	350620	51650
2017-12-01	Kagawa	269360	30250
2018-01-01	Kagawa	258480	31270
2018-02-01	Kagawa	285020	37670
2018-03-01	Kagawa	375910	38530
2018-04-01	Kagawa	328680	52190
2018-05-01	Kagawa	337440	46410
2018-06-01	Kagawa	292220	45000
2018-07-01	Kagawa	322940	49190
2018-08-01	Kagawa	482680	49230
2018-09-01	Kagawa	334740	45710
2018-10-01	Kagawa	337200	52540
2018-11-01	Kagawa	365710	56190
2018-12-01	Kagawa	327310	42170
2019-01-01	Kagawa	273730	35810
2019-02-01	Kagawa	293710	46660
2019-03-01	Kagawa	397340	63030
2019-04-01	Kagawa	379360	62640
2019-05-01	Kagawa	418610	79840
2019-06-01	Kagawa	323550	52760
2019-07-01	Kagawa	393090	73180
2019-08-01	Kagawa	540650	70660
2019-09-01	Kagawa	405490	62200
2019-10-01	Kagawa	466600	112630
2019-11-01	Kagawa	427490	69630
2019-12-01	Kagawa	339630	42670
2020-01-01	Kagawa	255550	35960
2020-02-01	Kagawa	264610	21630
2020-03-01	Kagawa	202510	5480
2020-04-01	Kagawa	69100	1640
2020-05-01	Kagawa	48200	640
2020-06-01	Kagawa	93550	870
2020-07-01	Kagawa	205390	1010
2020-08-01	Kagawa	224730	1650
2020-09-01	Kagawa	221150	1250
2020-10-01	Kagawa	268100	1780
2020-11-01	Kagawa	301670	1880
2020-12-01	Kagawa	216310	1500
2021-01-01	Kagawa	116280	1620
2021-02-01	Kagawa	112990	1360
2007-01-01	Ehime	173870	3760
2007-02-01	Ehime	182220	3690
2007-03-01	Ehime	237350	4990
2007-04-01	Ehime	211850	6350
2007-05-01	Ehime	217030	4980
2007-06-01	Ehime	190830	4820
2007-07-01	Ehime	184320	4320
2007-08-01	Ehime	249350	4590
2007-09-01	Ehime	198830	3590
2007-10-01	Ehime	204310	4410
2007-11-01	Ehime	222490	4940
2007-12-01	Ehime	167880	4070
2008-01-01	Ehime	170840	2990
2008-02-01	Ehime	179030	4440
2008-03-01	Ehime	223710	4520
2008-04-01	Ehime	202960	4630
2008-05-01	Ehime	228060	4200
2008-06-01	Ehime	181210	4200
2008-07-01	Ehime	196490	3520
2008-08-01	Ehime	237960	3500
2008-09-01	Ehime	189480	2720
2008-10-01	Ehime	210860	3710
2008-11-01	Ehime	221920	2950
2008-12-01	Ehime	167000	2010
2009-01-01	Ehime	164820	2360
2009-02-01	Ehime	155920	2160
2009-03-01	Ehime	220250	3220
2009-04-01	Ehime	190060	4200
2009-05-01	Ehime	208730	2250
2009-06-01	Ehime	159820	2690
2009-07-01	Ehime	191130	2960
2009-08-01	Ehime	249100	2060
2009-09-01	Ehime	222720	3580
2009-10-01	Ehime	224870	3430
2009-11-01	Ehime	229460	2800
2009-12-01	Ehime	175050	2320
2010-01-01	Ehime	205860	2700
2010-02-01	Ehime	208870	3950
2010-03-01	Ehime	280740	4880
2010-04-01	Ehime	229900	4650
2010-05-01	Ehime	256550	3590
2010-06-01	Ehime	210940	2620
2010-07-01	Ehime	225010	4710
2010-08-01	Ehime	275440	3370
2010-09-01	Ehime	223730	4360
2010-10-01	Ehime	247760	3420
2010-11-01	Ehime	248120	4620
2010-12-01	Ehime	197100	2340
2011-01-01	Ehime	262160	3920
2011-02-01	Ehime	280450	4170
2011-03-01	Ehime	337100	3170
2011-04-01	Ehime	299690	2080
2011-05-01	Ehime	393290	2820
2011-06-01	Ehime	396910	1740
2011-07-01	Ehime	392740	2680
2011-08-01	Ehime	464500	2920
2011-09-01	Ehime	367820	3280
2011-10-01	Ehime	375950	4830
2011-11-01	Ehime	328790	4720
2011-12-01	Ehime	272950	2590
2012-01-01	Ehime	280890	4990
2012-02-01	Ehime	300820	3890
2012-03-01	Ehime	361400	7450
2012-04-01	Ehime	318770	6730
2012-05-01	Ehime	332680	6210
2012-06-01	Ehime	280400	3360
2012-07-01	Ehime	298080	5080
2012-08-01	Ehime	385370	7450
2012-09-01	Ehime	299650	3610
2012-10-01	Ehime	325140	4770
2012-11-01	Ehime	336090	5340
2012-12-01	Ehime	278590	3790
2013-01-01	Ehime	240500	2510
2013-02-01	Ehime	258580	3670
2013-03-01	Ehime	321260	5370
2013-04-01	Ehime	274440	6180
2013-05-01	Ehime	305040	6380
2013-06-01	Ehime	234090	4830
2013-07-01	Ehime	314740	6080
2013-08-01	Ehime	414940	7440
2013-09-01	Ehime	297790	4990
2013-10-01	Ehime	321490	6320
2013-11-01	Ehime	346580	7790
2013-12-01	Ehime	269570	5460
2014-01-01	Ehime	241740	2850
2014-02-01	Ehime	245460	3200
2014-03-01	Ehime	337170	5530
2014-04-01	Ehime	278810	6870
2014-05-01	Ehime	318170	5530
2014-06-01	Ehime	266700	4230
2014-07-01	Ehime	315120	4620
2014-08-01	Ehime	394350	5360
2014-09-01	Ehime	299330	4080
2014-10-01	Ehime	313500	8040
2014-11-01	Ehime	324860	8230
2014-12-01	Ehime	257130	5560
2015-01-01	Ehime	261140	5440
2015-02-01	Ehime	272660	7550
2015-03-01	Ehime	347580	7610
2015-04-01	Ehime	298340	11700
2015-05-01	Ehime	321440	8830
2015-06-01	Ehime	245850	6980
2015-07-01	Ehime	327520	7080
2015-08-01	Ehime	408460	8770
2015-09-01	Ehime	334940	8300
2015-10-01	Ehime	344680	14240
2015-11-01	Ehime	340090	12750
2015-12-01	Ehime	270860	7620
2016-01-01	Ehime	247320	8510
2016-02-01	Ehime	281990	10180
2016-03-01	Ehime	365110	11140
2016-04-01	Ehime	340860	13150
2016-05-01	Ehime	366840	13920
2016-06-01	Ehime	286310	10350
2016-07-01	Ehime	366340	13070
2016-08-01	Ehime	448830	14370
2016-09-01	Ehime	321270	12330
2016-10-01	Ehime	365480	15630
2016-11-01	Ehime	369880	15250
2016-12-01	Ehime	281120	8810
2017-01-01	Ehime	289480	9460
2017-02-01	Ehime	318180	9760
2017-03-01	Ehime	438980	13980
2017-04-01	Ehime	386860	18670
2017-05-01	Ehime	423890	17450
2017-06-01	Ehime	325670	16540
2017-07-01	Ehime	372070	14160
2017-08-01	Ehime	485350	15010
2017-09-01	Ehime	397870	11350
2017-10-01	Ehime	475630	13700
2017-11-01	Ehime	441720	23800
2017-12-01	Ehime	345090	14720
2018-01-01	Ehime	289040	12370
2018-02-01	Ehime	311550	17280
2018-03-01	Ehime	393340	18760
2018-04-01	Ehime	361830	24310
2018-05-01	Ehime	372140	22410
2018-06-01	Ehime	325070	18920
2018-07-01	Ehime	348260	18660
2018-08-01	Ehime	425780	19090
2018-09-01	Ehime	331590	15480
2018-10-01	Ehime	366630	22780
2018-11-01	Ehime	395970	24030
2018-12-01	Ehime	328550	15430
2019-01-01	Ehime	297380	16640
2019-02-01	Ehime	295660	16540
2019-03-01	Ehime	391220	20080
2019-04-01	Ehime	380620	22730
2019-05-01	Ehime	381230	18280
2019-06-01	Ehime	310630	13910
2019-07-01	Ehime	364170	18200
2019-08-01	Ehime	466490	17120
2019-09-01	Ehime	343930	13590
2019-10-01	Ehime	394710	21550
2019-11-01	Ehime	423560	22520
2019-12-01	Ehime	335910	15110
2020-01-01	Ehime	311680	16890
2020-02-01	Ehime	301090	9800
2020-03-01	Ehime	244010	3650
2020-04-01	Ehime	90860	2060
2020-05-01	Ehime	72540	1950
2020-06-01	Ehime	135720	2740
2020-07-01	Ehime	222000	2160
2020-08-01	Ehime	250780	2530
2020-09-01	Ehime	251290	2500
2020-10-01	Ehime	318550	2790
2020-11-01	Ehime	370160	8510
2020-12-01	Ehime	256630	4040
2021-01-01	Ehime	145100	3740
2021-02-01	Ehime	145990	2930
2007-01-01	Kouchi	121230	2200
2007-02-01	Kouchi	136220	1580
2007-03-01	Kouchi	185630	1180
2007-04-01	Kouchi	145030	1360
2007-05-01	Kouchi	173920	1110
2007-06-01	Kouchi	132670	680
2007-07-01	Kouchi	134850	860
2007-08-01	Kouchi	222080	1490
2007-09-01	Kouchi	153530	1130
2007-10-01	Kouchi	152650	1160
2007-11-01	Kouchi	164780	2960
2007-12-01	Kouchi	114700	1490
2008-01-01	Kouchi	123170	2300
2008-02-01	Kouchi	141930	1290
2008-03-01	Kouchi	179530	1420
2008-04-01	Kouchi	148950	1490
2008-05-01	Kouchi	181540	710
2008-06-01	Kouchi	133570	690
2008-07-01	Kouchi	151250	960
2008-08-01	Kouchi	221840	1610
2008-09-01	Kouchi	161870	1330
2008-10-01	Kouchi	168690	2030
2008-11-01	Kouchi	184420	2760
2008-12-01	Kouchi	123550	1670
2009-01-01	Kouchi	120990	2640
2009-02-01	Kouchi	126880	1870
2009-03-01	Kouchi	177200	1120
2009-04-01	Kouchi	139340	1060
2009-05-01	Kouchi	174060	750
2009-06-01	Kouchi	137180	720
2009-07-01	Kouchi	148650	780
2009-08-01	Kouchi	216330	920
2009-09-01	Kouchi	169950	630
2009-10-01	Kouchi	146640	1080
2009-11-01	Kouchi	157500	3040
2009-12-01	Kouchi	122050	1680
2010-01-01	Kouchi	158030	2430
2010-02-01	Kouchi	183650	1800
2010-03-01	Kouchi	247640	1050
2010-04-01	Kouchi	187370	1270
2010-05-01	Kouchi	219170	990
2010-06-01	Kouchi	173890	840
2010-07-01	Kouchi	196730	780
2010-08-01	Kouchi	264270	680
2010-09-01	Kouchi	193850	670
2010-10-01	Kouchi	203890	540
2010-11-01	Kouchi	208830	3000
2010-12-01	Kouchi	156680	1920
2011-01-01	Kouchi	186970	2550
2011-02-01	Kouchi	205150	2600
2011-03-01	Kouchi	257780	1240
2011-04-01	Kouchi	215190	500
2011-05-01	Kouchi	260270	760
2011-06-01	Kouchi	199590	810
2011-07-01	Kouchi	246300	1030
2011-08-01	Kouchi	404960	1130
2011-09-01	Kouchi	241330	1050
2011-10-01	Kouchi	252710	1390
2011-11-01	Kouchi	247630	2470
2011-12-01	Kouchi	213520	950
2012-01-01	Kouchi	179310	4720
2012-02-01	Kouchi	199920	3510
2012-03-01	Kouchi	289100	5210
2012-04-01	Kouchi	251140	5810
2012-05-01	Kouchi	288190	900
2012-06-01	Kouchi	208500	4260
2012-07-01	Kouchi	252410	1100
2012-08-01	Kouchi	420280	1070
2012-09-01	Kouchi	231690	870
2012-10-01	Kouchi	284820	2840
2012-11-01	Kouchi	266590	2720
2012-12-01	Kouchi	216410	630
2013-01-01	Kouchi	175830	2010
2013-02-01	Kouchi	199810	2620
2013-03-01	Kouchi	278420	1510
2013-04-01	Kouchi	219620	2250
2013-05-01	Kouchi	247510	1510
2013-06-01	Kouchi	178470	1730
2013-07-01	Kouchi	242000	1690
2013-08-01	Kouchi	396820	1630
2013-09-01	Kouchi	249810	1000
2013-10-01	Kouchi	259390	2620
2013-11-01	Kouchi	245410	4930
2013-12-01	Kouchi	180620	1330
2014-01-01	Kouchi	172900	2440
2014-02-01	Kouchi	171690	3250
2014-03-01	Kouchi	268140	3100
2014-04-01	Kouchi	234230	3570
2014-05-01	Kouchi	282260	2920
2014-06-01	Kouchi	202730	2210
2014-07-01	Kouchi	263150	2400
2014-08-01	Kouchi	379310	3400
2014-09-01	Kouchi	263570	2910
2014-10-01	Kouchi	234810	3820
2014-11-01	Kouchi	247800	6050
2014-12-01	Kouchi	183780	2510
2015-01-01	Kouchi	177460	8100
2015-02-01	Kouchi	198070	5650
2015-03-01	Kouchi	260800	3800
2015-04-01	Kouchi	202210	6130
2015-05-01	Kouchi	262140	4510
2015-06-01	Kouchi	183870	3490
2015-07-01	Kouchi	235310	3760
2015-08-01	Kouchi	381870	6100
2015-09-01	Kouchi	253010	5080
2015-10-01	Kouchi	249300	8500
2015-11-01	Kouchi	234690	7590
2015-12-01	Kouchi	181130	3190
2016-01-01	Kouchi	166320	5790
2016-02-01	Kouchi	186340	4760
2016-03-01	Kouchi	273950	6150
2016-04-01	Kouchi	229510	7430
2016-05-01	Kouchi	261650	6250
2016-06-01	Kouchi	184900	5130
2016-07-01	Kouchi	252720	7390
2016-08-01	Kouchi	368930	7510
2016-09-01	Kouchi	237030	4830
2016-10-01	Kouchi	244070	6620
2016-11-01	Kouchi	240500	9000
2016-12-01	Kouchi	175700	4530
2017-01-01	Kouchi	163500	2390
2017-02-01	Kouchi	186480	4100
