time	accomodations	location	Area
2007-01-01	22136270	Japan	377915.0
2007-02-01	23346870	Japan	377915.0
2007-03-01	26997200	Japan	377915.0
2007-04-01	23729790	Japan	377915.0
2007-05-01	25636730	Japan	377915.0
2007-06-01	23664790	Japan	377915.0
2007-07-01	25362320	Japan	377915.0
2007-08-01	33935790	Japan	377915.0
2007-09-01	25650700	Japan	377915.0
2007-10-01	27430380	Japan	377915.0
2007-11-01	27087720	Japan	377915.0
2007-12-01	24403230	Japan	377915.0
2008-01-01	22306990	Japan	377915.0
2008-02-01	23734590	Japan	377915.0
2008-03-01	27229850	Japan	377915.0
2008-04-01	23642670	Japan	377915.0
2008-05-01	26128970	Japan	377915.0
2008-06-01	23402130	Japan	377915.0
2008-07-01	26565860	Japan	377915.0
2008-08-01	33652720	Japan	377915.0
2008-09-01	24941780	Japan	377915.0
2008-10-01	27605970	Japan	377915.0
2008-11-01	26884920	Japan	377915.0
2008-12-01	23602270	Japan	377915.0
2009-01-01	22163460	Japan	377915.0
2009-02-01	21876640	Japan	377915.0
2009-03-01	26696910	Japan	377915.0
2009-04-01	22411430	Japan	377915.0
2009-05-01	24986700	Japan	377915.0
2009-06-01	21796450	Japan	377915.0
2009-07-01	25881320	Japan	377915.0
2009-08-01	33518780	Japan	377915.0
2009-09-01	26494950	Japan	377915.0
2009-10-01	26802430	Japan	377915.0
2009-11-01	25358690	Japan	377915.0
2009-12-01	23316180	Japan	377915.0
2010-01-01	25616100	Japan	377915.0
2010-02-01	26942150	Japan	377915.0
2010-03-01	32011530	Japan	377915.0
2010-04-01	26103230	Japan	377915.0
2010-05-01	29393060	Japan	377915.0
2010-06-01	25875740	Japan	377915.0
2010-07-01	29657850	Japan	377915.0
2010-08-01	38035730	Japan	377915.0
2010-09-01	28428580	Japan	377915.0
2010-10-01	30969410	Japan	377915.0
2010-11-01	28919630	Japan	377915.0
2010-12-01	26870300	Japan	377915.0
2011-01-01	30908870	Japan	377915.0
2011-02-01	32153660	Japan	377915.0
2011-03-01	29307160	Japan	377915.0
2011-04-01	26495230	Japan	377915.0
2011-05-01	33494550	Japan	377915.0
2011-06-01	30921510	Japan	377915.0
2011-07-01	38040000	Japan	377915.0
2011-08-01	51463750	Japan	377915.0
2011-09-01	36746100	Japan	377915.0
2011-10-01	38096640	Japan	377915.0
2011-11-01	35536100	Japan	377915.0
2011-12-01	34070880	Japan	377915.0
2012-01-01	30684990	Japan	377915.0
2012-02-01	31042820	Japan	377915.0
2012-03-01	37045370	Japan	377915.0
2012-04-01	33632400	Japan	377915.0
2012-05-01	36547550	Japan	377915.0
2012-06-01	32991930	Japan	377915.0
2012-07-01	38195680	Japan	377915.0
2012-08-01	52315150	Japan	377915.0
2012-09-01	36469720	Japan	377915.0
2012-10-01	38373530	Japan	377915.0
2012-11-01	37344940	Japan	377915.0
2012-12-01	34851030	Japan	377915.0
2013-01-01	31765400	Japan	377915.0
2013-02-01	33058660	Japan	377915.0
2013-03-01	39269910	Japan	377915.0
2013-04-01	35273920	Japan	377915.0
2013-05-01	38404260	Japan	377915.0
2013-06-01	34745730	Japan	377915.0
2013-07-01	41345880	Japan	377915.0
2013-08-01	55130150	Japan	377915.0
2013-09-01	39495220	Japan	377915.0
2013-10-01	40247870	Japan	377915.0
2013-11-01	40074090	Japan	377915.0
2013-12-01	37082290	Japan	377915.0
2014-01-01	33447100	Japan	377915.0
2014-02-01	32747070	Japan	377915.0
2014-03-01	40897640	Japan	377915.0
2014-04-01	35705590	Japan	377915.0
2014-05-01	39901790	Japan	377915.0
2014-06-01	35142960	Japan	377915.0
2014-07-01	41773170	Japan	377915.0
2014-08-01	54229010	Japan	377915.0
2014-09-01	39663260	Japan	377915.0
2014-10-01	41271550	Japan	377915.0
2014-11-01	40678140	Japan	377915.0
2014-12-01	38044680	Japan	377915.0
2015-01-01	35403320	Japan	377915.0
2015-02-01	36007880	Japan	377915.0
2015-03-01	42781050	Japan	377915.0
2015-04-01	37848950	Japan	377915.0
2015-05-01	42943170	Japan	377915.0
2015-06-01	37453870	Japan	377915.0
2015-07-01	44806790	Japan	377915.0
2015-08-01	56426530	Japan	377915.0
2015-09-01	44025610	Japan	377915.0
2015-10-01	44898650	Japan	377915.0
2015-11-01	41485070	Japan	377915.0
2015-12-01	39997480	Japan	377915.0
2016-01-01	35821190	Japan	377915.0
2016-02-01	36775420	Japan	377915.0
2016-03-01	42178210	Japan	377915.0
2016-04-01	38330190	Japan	377915.0
2016-05-01	40056510	Japan	377915.0
2016-06-01	36895570	Japan	377915.0
2016-07-01	44332270	Japan	377915.0
2016-08-01	54851290	Japan	377915.0
2016-09-01	40890550	Japan	377915.0
2016-10-01	43107390	Japan	377915.0
2016-11-01	39792340	Japan	377915.0
2016-12-01	39454220	Japan	377915.0
2017-01-01	36792560	Japan	377915.0
2017-02-01	36661700	Japan	377915.0
2017-03-01	43862830	Japan	377915.0
2017-04-01	39955140	Japan	377915.0
2017-05-01	43002660	Japan	377915.0
2017-06-01	38329850	Japan	377915.0
2017-07-01	45887250	Japan	377915.0
2017-08-01	56797700	Japan	377915.0
2017-09-01	42161920	Japan	377915.0
2017-10-01	43824150	Japan	377915.0
2017-11-01	42109900	Japan	377915.0
2017-12-01	40211200	Japan	377915.0
2018-01-01	37964420	Japan	377915.0
2018-02-01	38899650	Japan	377915.0
2018-03-01	45644860	Japan	377915.0
2018-04-01	42509270	Japan	377915.0
2018-05-01	44445160	Japan	377915.0
2018-06-01	41406270	Japan	377915.0
2018-07-01	47142860	Japan	377915.0
2018-08-01	59715640	Japan	377915.0
2018-09-01	44439890	Japan	377915.0
2018-10-01	46582920	Japan	377915.0
2018-11-01	45282650	Japan	377915.0
2018-12-01	43967910	Japan	377915.0
2019-01-01	42684710	Japan	377915.0
2019-02-01	43539370	Japan	377915.0
2019-03-01	51147600	Japan	377915.0
2019-04-01	50718730	Japan	377915.0
2019-05-01	51402690	Japan	377915.0
2019-06-01	45810390	Japan	377915.0
2019-07-01	51780530	Japan	377915.0
2019-08-01	63234040	Japan	377915.0
2019-09-01	48761240	Japan	377915.0
2019-10-01	50052850	Japan	377915.0
2019-11-01	49659370	Japan	377915.0
2019-12-01	47129960	Japan	377915.0
2020-01-01	43156910	Japan	377915.0
2020-02-01	37443380	Japan	377915.0
2020-03-01	23940920	Japan	377915.0
2020-04-01	9706670	Japan	377915.0
2020-05-01	7785180	Japan	377915.0
2020-06-01	14240840	Japan	377915.0
2020-07-01	21578040	Japan	377915.0
2020-08-01	26149030	Japan	377915.0
2020-09-01	26020820	Japan	377915.0
2020-10-01	32412890	Japan	377915.0
2020-11-01	34501310	Japan	377915.0
2020-12-01	27863790	Japan	377915.0
2007-01-01	1819820	Hokkaidō	83452.47
2007-02-01	2034500	Hokkaidō	83452.47
2007-03-01	1940730	Hokkaidō	83452.47
2007-04-01	1324360	Hokkaidō	83452.47
2007-05-01	1969930	Hokkaidō	83452.47
2007-06-01	2257090	Hokkaidō	83452.47
2007-07-01	2540410	Hokkaidō	83452.47
2007-08-01	2949830	Hokkaidō	83452.47
2007-09-01	2503190	Hokkaidō	83452.47
2007-10-01	2234690	Hokkaidō	83452.47
2007-11-01	1629950	Hokkaidō	83452.47
2007-12-01	1718150	Hokkaidō	83452.47
2008-01-01	1883040	Hokkaidō	83452.47
2008-02-01	2051020	Hokkaidō	83452.47
2008-03-01	1942090	Hokkaidō	83452.47
2008-04-01	1394180	Hokkaidō	83452.47
2008-05-01	2082320	Hokkaidō	83452.47
2008-06-01	2432480	Hokkaidō	83452.47
2008-07-01	2595630	Hokkaidō	83452.47
2008-08-01	2872780	Hokkaidō	83452.47
2008-09-01	2426240	Hokkaidō	83452.47
2008-10-01	2344310	Hokkaidō	83452.47
2008-11-01	1660390	Hokkaidō	83452.47
2008-12-01	1725580	Hokkaidō	83452.47
2009-01-01	1897040	Hokkaidō	83452.47
2009-02-01	1871680	Hokkaidō	83452.47
2009-03-01	1874730	Hokkaidō	83452.47
2009-04-01	1272220	Hokkaidō	83452.47
2009-05-01	1978280	Hokkaidō	83452.47
2009-06-01	2151730	Hokkaidō	83452.47
2009-07-01	2481220	Hokkaidō	83452.47
2009-08-01	2853830	Hokkaidō	83452.47
2009-09-01	2559420	Hokkaidō	83452.47
2009-10-01	2220130	Hokkaidō	83452.47
2009-11-01	1630130	Hokkaidō	83452.47
2009-12-01	1774230	Hokkaidō	83452.47
2010-01-01	1836130	Hokkaidō	83452.47
2010-02-01	2036960	Hokkaidō	83452.47
2010-03-01	1842270	Hokkaidō	83452.47
2010-04-01	1178160	Hokkaidō	83452.47
2010-05-01	1815710	Hokkaidō	83452.47
2010-06-01	1988870	Hokkaidō	83452.47
2010-07-01	2400790	Hokkaidō	83452.47
2010-08-01	2678190	Hokkaidō	83452.47
2010-09-01	2321500	Hokkaidō	83452.47
2010-10-01	2107510	Hokkaidō	83452.47
2010-11-01	1470000	Hokkaidō	83452.47
2010-12-01	1607620	Hokkaidō	83452.47
2011-01-01	2148210	Hokkaidō	83452.47
2011-02-01	2320620	Hokkaidō	83452.47
2011-03-01	1832380	Hokkaidō	83452.47
2011-04-01	1270010	Hokkaidō	83452.47
2011-05-01	1961190	Hokkaidō	83452.47
2011-06-01	2249470	Hokkaidō	83452.47
2011-07-01	2870520	Hokkaidō	83452.47
2011-08-01	3401610	Hokkaidō	83452.47
2011-09-01	2888690	Hokkaidō	83452.47
2011-10-01	2558220	Hokkaidō	83452.47
2011-11-01	1805360	Hokkaidō	83452.47
2011-12-01	1987490	Hokkaidō	83452.47
2012-01-01	2109240	Hokkaidō	83452.47
2012-02-01	2106690	Hokkaidō	83452.47
2012-03-01	2014580	Hokkaidō	83452.47
2012-04-01	1511590	Hokkaidō	83452.47
2012-05-01	2158760	Hokkaidō	83452.47
2012-06-01	2523240	Hokkaidō	83452.47
2012-07-01	3019180	Hokkaidō	83452.47
2012-08-01	3548000	Hokkaidō	83452.47
2012-09-01	2836290	Hokkaidō	83452.47
2012-10-01	2731560	Hokkaidō	83452.47
2012-11-01	1921630	Hokkaidō	83452.47
2012-12-01	2111120	Hokkaidō	83452.47
2013-01-01	2098160	Hokkaidō	83452.47
2013-02-01	2278420	Hokkaidō	83452.47
2013-03-01	2146550	Hokkaidō	83452.47
2013-04-01	1609610	Hokkaidō	83452.47
2013-05-01	2296480	Hokkaidō	83452.47
2013-06-01	2687180	Hokkaidō	83452.47
2013-07-01	3479390	Hokkaidō	83452.47
2013-08-01	4001680	Hokkaidō	83452.47
2013-09-01	3199070	Hokkaidō	83452.47
2013-10-01	2836240	Hokkaidō	83452.47
2013-11-01	2100760	Hokkaidō	83452.47
2013-12-01	2236940	Hokkaidō	83452.47
2014-01-01	2341600	Hokkaidō	83452.47
2014-02-01	2415450	Hokkaidō	83452.47
2014-03-01	2322660	Hokkaidō	83452.47
2014-04-01	1645060	Hokkaidō	83452.47
2014-05-01	2527300	Hokkaidō	83452.47
2014-06-01	2606660	Hokkaidō	83452.47
2014-07-01	3308490	Hokkaidō	83452.47
2014-08-01	3633000	Hokkaidō	83452.47
2014-09-01	2993090	Hokkaidō	83452.47
2014-10-01	2725630	Hokkaidō	83452.47
2014-11-01	2130200	Hokkaidō	83452.47
2014-12-01	2329930	Hokkaidō	83452.47
2015-01-01	2393470	Hokkaidō	83452.47
2015-02-01	2600850	Hokkaidō	83452.47
2015-03-01	2344590	Hokkaidō	83452.47
2015-04-01	1765940	Hokkaidō	83452.47
2015-05-01	2585220	Hokkaidō	83452.47
2015-06-01	2755130	Hokkaidō	83452.47
2015-07-01	3480910	Hokkaidō	83452.47
2015-08-01	3772580	Hokkaidō	83452.47
2015-09-01	3161160	Hokkaidō	83452.47
2015-10-01	2992960	Hokkaidō	83452.47
2015-11-01	2183590	Hokkaidō	83452.47
2015-12-01	2554670	Hokkaidō	83452.47
2016-01-01	2724880	Hokkaidō	83452.47
2016-02-01	2850160	Hokkaidō	83452.47
2016-03-01	2461730	Hokkaidō	83452.47
2016-04-01	1967450	Hokkaidō	83452.47
2016-05-01	2580950	Hokkaidō	83452.47
2016-06-01	2848940	Hokkaidō	83452.47
2016-07-01	3479170	Hokkaidō	83452.47
2016-08-01	3723560	Hokkaidō	83452.47
2016-09-01	3179770	Hokkaidō	83452.47
2016-10-01	2918530	Hokkaidō	83452.47
2016-11-01	2174530	Hokkaidō	83452.47
2016-12-01	2644810	Hokkaidō	83452.47
2017-01-01	2920690	Hokkaidō	83452.47
2017-02-01	2910270	Hokkaidō	83452.47
2017-03-01	2665550	Hokkaidō	83452.47
2017-04-01	2120350	Hokkaidō	83452.47
2017-05-01	2795280	Hokkaidō	83452.47
2017-06-01	3022820	Hokkaidō	83452.47
2017-07-01	3660520	Hokkaidō	83452.47
2017-08-01	3976140	Hokkaidō	83452.47
2017-09-01	3278760	Hokkaidō	83452.47
2017-10-01	3081160	Hokkaidō	83452.47
2017-11-01	2334600	Hokkaidō	83452.47
2017-12-01	2790820	Hokkaidō	83452.47
2018-01-01	3017390	Hokkaidō	83452.47
2018-02-01	3084420	Hokkaidō	83452.47
2018-03-01	2740050	Hokkaidō	83452.47
2018-04-01	2135820	Hokkaidō	83452.47
2018-05-01	2731360	Hokkaidō	83452.47
2018-06-01	3095940	Hokkaidō	83452.47
2018-07-01	3626480	Hokkaidō	83452.47
2018-08-01	3952410	Hokkaidō	83452.47
2018-09-01	2547810	Hokkaidō	83452.47
2018-10-01	2886370	Hokkaidō	83452.47
2018-11-01	2505860	Hokkaidō	83452.47
2018-12-01	2984680	Hokkaidō	83452.47
2019-01-01	3195090	Hokkaidō	83452.47
2019-02-01	3211400	Hokkaidō	83452.47
2019-03-01	2878620	Hokkaidō	83452.47
2019-04-01	2415820	Hokkaidō	83452.47
2019-05-01	3016680	Hokkaidō	83452.47
2019-06-01	3086700	Hokkaidō	83452.47
2019-07-01	3634090	Hokkaidō	83452.47
2019-08-01	3916250	Hokkaidō	83452.47
2019-09-01	3247260	Hokkaidō	83452.47
2019-10-01	3046530	Hokkaidō	83452.47
2019-11-01	2458660	Hokkaidō	83452.47
2019-12-01	2876320	Hokkaidō	83452.47
2020-01-01	3005740	Hokkaidō	83452.47
2020-02-01	2432380	Hokkaidō	83452.47
2020-03-01	951200	Hokkaidō	83452.47
2020-04-01	542920	Hokkaidō	83452.47
2020-05-01	436840	Hokkaidō	83452.47
2020-06-01	786910	Hokkaidō	83452.47
2020-07-01	1475290	Hokkaidō	83452.47
2020-08-01	1951800	Hokkaidō	83452.47
2020-09-01	1999610	Hokkaidō	83452.47
2020-10-01	2291050	Hokkaidō	83452.47
2020-11-01	1547130	Hokkaidō	83452.47
2020-12-01	1044220	Hokkaidō	83452.47
2007-01-01	188050	Aomori	9606.26
2007-02-01	197950	Aomori	9606.26
2007-03-01	202430	Aomori	9606.26
2007-04-01	213150	Aomori	9606.26
2007-05-01	274070	Aomori	9606.26
2007-06-01	267970	Aomori	9606.26
2007-07-01	293020	Aomori	9606.26
2007-08-01	389110	Aomori	9606.26
2007-09-01	331740	Aomori	9606.26
2007-10-01	351270	Aomori	9606.26
2007-11-01	244670	Aomori	9606.26
2007-12-01	199140	Aomori	9606.26
2008-01-01	178220	Aomori	9606.26
2008-02-01	188730	Aomori	9606.26
2008-03-01	207920	Aomori	9606.26
2008-04-01	228430	Aomori	9606.26
2008-05-01	303620	Aomori	9606.26
2008-06-01	295720	Aomori	9606.26
2008-07-01	275310	Aomori	9606.26
2008-08-01	341100	Aomori	9606.26
2008-09-01	277010	Aomori	9606.26
2008-10-01	329380	Aomori	9606.26
2008-11-01	227000	Aomori	9606.26
2008-12-01	183360	Aomori	9606.26
2009-01-01	196470	Aomori	9606.26
2009-02-01	192340	Aomori	9606.26
2009-03-01	195200	Aomori	9606.26
2009-04-01	248700	Aomori	9606.26
2009-05-01	324300	Aomori	9606.26
2009-06-01	310460	Aomori	9606.26
2009-07-01	335130	Aomori	9606.26
2009-08-01	431460	Aomori	9606.26
2009-09-01	379980	Aomori	9606.26
2009-10-01	398490	Aomori	9606.26
2009-11-01	256460	Aomori	9606.26
2009-12-01	201350	Aomori	9606.26
2010-01-01	212550	Aomori	9606.26
2010-02-01	225260	Aomori	9606.26
2010-03-01	235200	Aomori	9606.26
2010-04-01	237960	Aomori	9606.26
2010-05-01	324120	Aomori	9606.26
2010-06-01	318910	Aomori	9606.26
2010-07-01	341120	Aomori	9606.26
2010-08-01	418490	Aomori	9606.26
2010-09-01	337920	Aomori	9606.26
2010-10-01	377970	Aomori	9606.26
2010-11-01	270190	Aomori	9606.26
2010-12-01	240740	Aomori	9606.26
2011-01-01	326290	Aomori	9606.26
2011-02-01	337730	Aomori	9606.26
2011-03-01	235520	Aomori	9606.26
2011-04-01	267160	Aomori	9606.26
2011-05-01	371940	Aomori	9606.26
2011-06-01	388250	Aomori	9606.26
2011-07-01	478570	Aomori	9606.26
2011-08-01	591000	Aomori	9606.26
2011-09-01	449670	Aomori	9606.26
2011-10-01	430160	Aomori	9606.26
2011-11-01	318600	Aomori	9606.26
2011-12-01	287050	Aomori	9606.26
2012-01-01	250120	Aomori	9606.26
2012-02-01	266950	Aomori	9606.26
2012-03-01	276430	Aomori	9606.26
2012-04-01	274140	Aomori	9606.26
2012-05-01	408730	Aomori	9606.26
2012-06-01	403040	Aomori	9606.26
2012-07-01	428330	Aomori	9606.26
2012-08-01	567640	Aomori	9606.26
2012-09-01	444900	Aomori	9606.26
2012-10-01	496330	Aomori	9606.26
2012-11-01	392280	Aomori	9606.26
2012-12-01	337570	Aomori	9606.26
2013-01-01	278770	Aomori	9606.26
2013-02-01	274550	Aomori	9606.26
2013-03-01	288890	Aomori	9606.26
2013-04-01	321820	Aomori	9606.26
2013-05-01	452380	Aomori	9606.26
2013-06-01	409840	Aomori	9606.26
2013-07-01	456390	Aomori	9606.26
2013-08-01	577860	Aomori	9606.26
2013-09-01	453150	Aomori	9606.26
2013-10-01	502430	Aomori	9606.26
2013-11-01	398860	Aomori	9606.26
2013-12-01	344810	Aomori	9606.26
2014-01-01	277230	Aomori	9606.26
2014-02-01	262240	Aomori	9606.26
2014-03-01	284030	Aomori	9606.26
2014-04-01	305570	Aomori	9606.26
2014-05-01	419180	Aomori	9606.26
2014-06-01	388040	Aomori	9606.26
2014-07-01	444250	Aomori	9606.26
2014-08-01	543790	Aomori	9606.26
2014-09-01	458170	Aomori	9606.26
2014-10-01	490230	Aomori	9606.26
2014-11-01	348510	Aomori	9606.26
2014-12-01	290020	Aomori	9606.26
2015-01-01	287490	Aomori	9606.26
2015-02-01	295480	Aomori	9606.26
2015-03-01	314860	Aomori	9606.26
2015-04-01	334630	Aomori	9606.26
2015-05-01	452100	Aomori	9606.26
2015-06-01	408530	Aomori	9606.26
2015-07-01	487990	Aomori	9606.26
2015-08-01	599420	Aomori	9606.26
2015-09-01	518900	Aomori	9606.26
2015-10-01	548970	Aomori	9606.26
2015-11-01	413870	Aomori	9606.26
2015-12-01	344240	Aomori	9606.26
2016-01-01	312390	Aomori	9606.26
2016-02-01	341410	Aomori	9606.26
2016-03-01	346700	Aomori	9606.26
2016-04-01	370910	Aomori	9606.26
2016-05-01	443470	Aomori	9606.26
2016-06-01	433360	Aomori	9606.26
2016-07-01	506760	Aomori	9606.26
2016-08-01	617240	Aomori	9606.26
2016-09-01	454630	Aomori	9606.26
2016-10-01	500610	Aomori	9606.26
2016-11-01	368740	Aomori	9606.26
2016-12-01	310210	Aomori	9606.26
2017-01-01	273740	Aomori	9606.26
2017-02-01	293100	Aomori	9606.26
2017-03-01	297210	Aomori	9606.26
2017-04-01	378530	Aomori	9606.26
2017-05-01	447380	Aomori	9606.26
2017-06-01	391210	Aomori	9606.26
2017-07-01	425050	Aomori	9606.26
2017-08-01	526830	Aomori	9606.26
2017-09-01	441320	Aomori	9606.26
2017-10-01	470630	Aomori	9606.26
2017-11-01	361910	Aomori	9606.26
2017-12-01	317360	Aomori	9606.26
2018-01-01	338500	Aomori	9606.26
2018-02-01	332990	Aomori	9606.26
2018-03-01	356310	Aomori	9606.26
2018-04-01	396700	Aomori	9606.26
2018-05-01	430620	Aomori	9606.26
2018-06-01	435670	Aomori	9606.26
2018-07-01	451650	Aomori	9606.26
2018-08-01	575770	Aomori	9606.26
2018-09-01	453660	Aomori	9606.26
2018-10-01	529340	Aomori	9606.26
2018-11-01	394630	Aomori	9606.26
2018-12-01	363060	Aomori	9606.26
2019-01-01	298500	Aomori	9606.26
2019-02-01	306000	Aomori	9606.26
2019-03-01	302740	Aomori	9606.26
2019-04-01	371740	Aomori	9606.26
2019-05-01	415340	Aomori	9606.26
2019-06-01	389530	Aomori	9606.26
2019-07-01	415040	Aomori	9606.26
2019-08-01	523100	Aomori	9606.26
2019-09-01	429800	Aomori	9606.26
2019-10-01	479260	Aomori	9606.26
2019-11-01	370380	Aomori	9606.26
2019-12-01	304350	Aomori	9606.26
2020-01-01	309110	Aomori	9606.26
2020-02-01	299190	Aomori	9606.26
2020-03-01	239880	Aomori	9606.26
2020-04-01	100110	Aomori	9606.26
2020-05-01	91890	Aomori	9606.26
2020-06-01	161940	Aomori	9606.26
2020-07-01	261150	Aomori	9606.26
2020-08-01	299400	Aomori	9606.26
2020-09-01	325510	Aomori	9606.26
2020-10-01	390640	Aomori	9606.26
2020-11-01	334260	Aomori	9606.26
2020-12-01	265930	Aomori	9606.26
2007-01-01	325220	Iwate	15278.51
2007-02-01	321100	Iwate	15278.51
2007-03-01	335100	Iwate	15278.51
2007-04-01	309540	Iwate	15278.51
2007-05-01	346490	Iwate	15278.51
2007-06-01	334230	Iwate	15278.51
2007-07-01	341190	Iwate	15278.51
2007-08-01	501300	Iwate	15278.51
2007-09-01	354360	Iwate	15278.51
2007-10-01	427120	Iwate	15278.51
2007-11-01	360770	Iwate	15278.51
2007-12-01	319240	Iwate	15278.51
2008-01-01	297900	Iwate	15278.51
2008-02-01	308040	Iwate	15278.51
2008-03-01	322430	Iwate	15278.51
2008-04-01	267510	Iwate	15278.51
2008-05-01	319100	Iwate	15278.51
2008-06-01	290170	Iwate	15278.51
2008-07-01	306150	Iwate	15278.51
2008-08-01	397510	Iwate	15278.51
2008-09-01	323460	Iwate	15278.51
2008-10-01	359400	Iwate	15278.51
2008-11-01	310610	Iwate	15278.51
2008-12-01	285910	Iwate	15278.51
2009-01-01	303070	Iwate	15278.51
2009-02-01	303900	Iwate	15278.51
2009-03-01	323060	Iwate	15278.51
2009-04-01	278380	Iwate	15278.51
2009-05-01	349480	Iwate	15278.51
2009-06-01	327930	Iwate	15278.51
2009-07-01	349270	Iwate	15278.51
2009-08-01	499120	Iwate	15278.51
2009-09-01	389580	Iwate	15278.51
2009-10-01	394680	Iwate	15278.51
2009-11-01	344820	Iwate	15278.51
2009-12-01	294800	Iwate	15278.51
2010-01-01	314040	Iwate	15278.51
2010-02-01	316940	Iwate	15278.51
2010-03-01	337310	Iwate	15278.51
2010-04-01	314860	Iwate	15278.51
2010-05-01	370490	Iwate	15278.51
2010-06-01	334040	Iwate	15278.51
2010-07-01	358130	Iwate	15278.51
2010-08-01	496320	Iwate	15278.51
2010-09-01	350320	Iwate	15278.51
2010-10-01	421100	Iwate	15278.51
2010-11-01	337800	Iwate	15278.51
2010-12-01	310890	Iwate	15278.51
2011-01-01	426960	Iwate	15278.51
2011-02-01	434670	Iwate	15278.51
2011-03-01	293280	Iwate	15278.51
2011-04-01	501200	Iwate	15278.51
2011-05-01	614800	Iwate	15278.51
2011-06-01	556770	Iwate	15278.51
2011-07-01	637340	Iwate	15278.51
2011-08-01	793580	Iwate	15278.51
2011-09-01	563920	Iwate	15278.51
2011-10-01	547400	Iwate	15278.51
2011-11-01	485150	Iwate	15278.51
2011-12-01	451030	Iwate	15278.51
2012-01-01	489940	Iwate	15278.51
2012-02-01	491170	Iwate	15278.51
2012-03-01	546390	Iwate	15278.51
2012-04-01	441170	Iwate	15278.51
2012-05-01	582630	Iwate	15278.51
2012-06-01	560090	Iwate	15278.51
2012-07-01	560440	Iwate	15278.51
2012-08-01	729380	Iwate	15278.51
2012-09-01	531010	Iwate	15278.51
2012-10-01	605110	Iwate	15278.51
2012-11-01	520400	Iwate	15278.51
2012-12-01	459530	Iwate	15278.51
2013-01-01	408360	Iwate	15278.51
2013-02-01	412720	Iwate	15278.51
2013-03-01	442020	Iwate	15278.51
2013-04-01	387850	Iwate	15278.51
2013-05-01	461870	Iwate	15278.51
2013-06-01	434590	Iwate	15278.51
2013-07-01	489950	Iwate	15278.51
2013-08-01	666250	Iwate	15278.51
2013-09-01	477540	Iwate	15278.51
2013-10-01	516350	Iwate	15278.51
2013-11-01	469830	Iwate	15278.51
2013-12-01	423390	Iwate	15278.51
2014-01-01	451260	Iwate	15278.51
2014-02-01	435350	Iwate	15278.51
2014-03-01	476230	Iwate	15278.51
2014-04-01	392860	Iwate	15278.51
2014-05-01	499610	Iwate	15278.51
2014-06-01	434570	Iwate	15278.51
2014-07-01	506190	Iwate	15278.51
2014-08-01	678130	Iwate	15278.51
2014-09-01	524840	Iwate	15278.51
2014-10-01	569540	Iwate	15278.51
2014-11-01	478330	Iwate	15278.51
2014-12-01	442080	Iwate	15278.51
2015-01-01	457600	Iwate	15278.51
2015-02-01	428220	Iwate	15278.51
2015-03-01	465380	Iwate	15278.51
2015-04-01	432500	Iwate	15278.51
2015-05-01	531290	Iwate	15278.51
2015-06-01	471430	Iwate	15278.51
2015-07-01	535560	Iwate	15278.51
2015-08-01	684030	Iwate	15278.51
2015-09-01	556930	Iwate	15278.51
2015-10-01	619590	Iwate	15278.51
2015-11-01	518210	Iwate	15278.51
2015-12-01	455530	Iwate	15278.51
2016-01-01	492670	Iwate	15278.51
2016-02-01	483410	Iwate	15278.51
2016-03-01	492520	Iwate	15278.51
2016-04-01	452070	Iwate	15278.51
2016-05-01	508680	Iwate	15278.51
2016-06-01	494780	Iwate	15278.51
2016-07-01	520740	Iwate	15278.51
2016-08-01	654070	Iwate	15278.51
2016-09-01	548480	Iwate	15278.51
2016-10-01	676620	Iwate	15278.51
2016-11-01	474270	Iwate	15278.51
2016-12-01	443130	Iwate	15278.51
2017-01-01	450780	Iwate	15278.51
2017-02-01	418600	Iwate	15278.51
2017-03-01	482450	Iwate	15278.51
2017-04-01	439430	Iwate	15278.51
2017-05-01	510900	Iwate	15278.51
2017-06-01	480300	Iwate	15278.51
2017-07-01	528470	Iwate	15278.51
2017-08-01	680780	Iwate	15278.51
2017-09-01	549980	Iwate	15278.51
2017-10-01	576700	Iwate	15278.51
2017-11-01	497050	Iwate	15278.51
2017-12-01	460450	Iwate	15278.51
2018-01-01	467650	Iwate	15278.51
2018-02-01	454750	Iwate	15278.51
2018-03-01	461860	Iwate	15278.51
2018-04-01	452920	Iwate	15278.51
2018-05-01	494010	Iwate	15278.51
2018-06-01	488330	Iwate	15278.51
2018-07-01	518990	Iwate	15278.51
2018-08-01	695680	Iwate	15278.51
2018-09-01	518080	Iwate	15278.51
2018-10-01	574060	Iwate	15278.51
2018-11-01	500970	Iwate	15278.51
2018-12-01	471490	Iwate	15278.51
2019-01-01	494980	Iwate	15278.51
2019-02-01	476730	Iwate	15278.51
2019-03-01	518030	Iwate	15278.51
2019-04-01	490380	Iwate	15278.51
2019-05-01	548490	Iwate	15278.51
2019-06-01	498050	Iwate	15278.51
2019-07-01	546750	Iwate	15278.51
2019-08-01	697840	Iwate	15278.51
2019-09-01	496120	Iwate	15278.51
2019-10-01	555070	Iwate	15278.51
2019-11-01	494120	Iwate	15278.51
2019-12-01	460110	Iwate	15278.51
2020-01-01	461590	Iwate	15278.51
2020-02-01	449260	Iwate	15278.51
2020-03-01	305110	Iwate	15278.51
2020-04-01	147700	Iwate	15278.51
2020-05-01	127040	Iwate	15278.51
2020-06-01	217380	Iwate	15278.51
