(UNIT:NO, MT)
Year,Country,Number Of Vessels -Year,Number Of Vessel (Direct Entrance) -Year,Net Tonnages-Year,Net Tonnages (Direct Entrance) -Year,Number Of Vessels -Jan,Number Of Vessel (Direct Entrance) -Jan,Net Tonnages-Jan,Net Tonnages (Direct Entrance) -Jan,Number Of Vessels -Feb,Number Of Vessel (Direct Entrance) -Feb,Net Tonnages-Feb,Net Tonnages (Direct Entrance) -Feb,Number Of Vessels -Mar,Number Of Vessel (Direct Entrance) -Mar,Net Tonnages -Mar,Net Tonnages (Direct Entrance) -Mar,Number Of Vessels -Apl,Number Of Vessel (Direct Entrance) -Apl,Net Tonnages -Apl,Net Tonnages (Direct Entrance) -Apl,Number Of Vessels -May,Number Of Vessel (Direct Entrance) -May,Net Tonnages -May,Net Tonnages (Direct Entrance) -May,Number Of Vessels -Jun,Number Of Vessel (Direct Entrance) -Jun,Net Tonnages -Jun,Net Tonnages (Direct Entrance) -Jun,Number Of Vessels -Jul,Number Of Vessel (Direct Entrance) -Jul,Net Tonnages -Jul,Net Tonnages (Direct Entrance) -Jul,Number Of Vessels -Aug,Number Of Vessel (Direct Entrance) -Aug,Net Tonnages -Aug,Net Tonnages (Direct Entrance) -Aug,Number Of Vessels -Sep,Number Of Vessel (Direct Entrance) -Sep,Net Tonnages -Sep,Net Tonnages (Direct Entrance) -Sep,Number Of Vessels -Oct,Number Of Vessel (Direct Entrance) -Oct,Net Tonnages -Oct,Net Tonnages (Direct Entrance) -Oct,Number Of Vessels -Nov,Number Of Vessel (Direct Entrance) -Nov,Net Tonnages -Nov,Net Tonnages (Direct Entrance) -Nov,Number Of Vessels -Dec,Number Of Vessel (Direct Entrance) -Dec,Net Tonnages -Dec,Net Tonnages (Direct Entrance) -Dec
2011,116,158,152,3037232,2934770,14,14,227933,227933,14,14,245559,245559,19,16,319703,275954,14,13,260523,245940,13,12,262133,232586,11,11,184184,184184,14,14,276716,276716,13,12,262133,247550,13,13,277097,277097,8,8,200495,200495,13,13,273206,273206,12,12,247550,247550
2011,117,1039,385,8168856,3759288,95,33,739885,275191,93,33,723264,330691,94,39,762872,374922,87,28,691669,247423,87,32,735158,368369,88,31,753737,311192,86,32,650510,315461,73,30,505094,260867,84,35,647569,350674,86,29,706972,314028,83,31,678182,334427,83,32,573944,276043
2011,118,3,2,49797,26247,3,2,49797,26247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,120,7237,4394,5849316,3260379,578,374,461478,278267,582,347,495945,283328,658,400,568752,318863,612,371,488664,262883,574,370,416609,245248,632,373,508897,266549,597,356,484181,273266,563,333,484479,272333,557,342,450211,246207,673,405,522927,293304,600,368,467394,262295,611,355,499779,257836
2011,123,54,33,1150931,701342,8,4,180241,86175,9,6,190087,127747,7,4,159702,82662,6,4,124418,83546,3,3,70411,70411,3,2,42575,37242,2,1,64880,32440,2,2,44095,44095,3,2,58705,45734,6,2,130602,43534,4,2,74918,37459,1,1,10297,10297
2011,124,1,1,6747,6747,1,1,6747,6747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,125,3,1,7944,2648,3,1,7944,2648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,127,21,18,279745,231372,2,2,26324,26324,3,2,44661,28650,2,2,26190,26190,1,1,12639,12639,2,0,32362,0,2,2,25675,25675,1,1,9208,9208,1,1,14872,14872,2,2,21944,21944,1,1,12483,12483,3,3,40870,40870,1,1,12517,12517
2011,137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,138,24,12,381909,188993,3,1,52152,17384,2,1,34768,17384,0,0,0,0,2,1,26922,13461,1,1,17384,17384,2,1,26922,13461,2,1,26922,13461,3,1,52152,17384,2,1,34768,17384,2,1,26922,13461,2,1,34768,17384,3,2,48229,30845
2011,140,32,18,577484,320630,2,1,31888,15944,2,2,31888,31888,1,0,15944,0,6,3,129302,64651,1,1,15944,15944,5,3,113358,64651,6,3,95664,47832,2,2,31888,31888,0,0,0,0,1,1,15944,15944,4,2,63776,31888,2,0,31888,0
2011,146,1,1,18893,18893,0,0,0,0,0,0,0,0,0,0,0,0,1,1,18893,18893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,147,2,1,65550,32775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,65550,32775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,157,79,51,85248,52237,10,7,9654,5278,10,5,10363,5534,10,7,10271,6393,10,7,10700,6910,8,6,11312,7603,5,3,3680,1936,3,2,1825,1246,5,2,4653,1744,2,1,1158,579,9,6,14442,9568,4,2,3488,1744,3,3,3702,3702
2011,202,614,218,11484636,3826795,45,17,874323,331332,55,21,976703,367950,55,16,1112675,290882,52,18,898755,305628,33,14,625362,258378,47,19,860436,321778,48,17,970483,308073,53,20,984940,361945,58,20,1076524,330969,45,16,830702,267879,69,22,1345610,412095,54,18,928123,269886
2011,203,140,49,3439032,1220585,23,6,565743,152401,9,3,217087,77541,6,3,124158,62122,4,3,82686,62036,18,6,478030,152448,7,2,152373,49123,16,6,389956,157730,3,1,61950,20650,21,7,537116,183291,9,4,253444,103534,9,3,186366,62122,15,5,390123,137587
2011,204,286,140,12446186,5718852,31,13,1398401,520605,23,10,1039796,406575,26,12,1213870,495559,30,14,1088744,447133,25,13,1088792,549145,19,9,849762,380095,19,9,848505,377887,21,10,957419,458509,20,11,907760,450109,24,15,958990,616401,25,12,1031529,484203,23,12,1062618,532631
2011,205,929,375,16712003,8373104,66,36,1270113,779361,85,37,1690369,954158,66,24,1069722,472723,55,24,979214,572659,70,27,1208228,584512,71,28,1246343,550310,64,26,1147256,624953,97,38,1557179,735906,103,37,1915697,843247,89,34,1789048,844563,62,28,877406,484396,101,36,1961428,926316
2011,207,320,157,1432155,613665,31,14,127000,52100,20,10,112550,46052,29,16,133403,65691,34,15,167931,63321,27,12,122258,48517,17,7,78137,31902,30,13,137039,49417,32,14,139500,53334,26,13,110898,47883,22,12,84869,38182,24,15,103228,60813,28,16,115342,56453
2011,208,19,15,713717,478039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,28170,28170,1,1,59281,59281,4,4,42757,42757,3,1,175674,58558,2,2,54634,54634,1,1,30097,30097,5,3,236110,117548,2,2,86994,86994
2011,209,5,4,39961,30042,0,0,0,0,3,3,20123,20123,2,1,19838,9919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,210,56,29,3007310,1478678,9,4,333349,118102,6,3,468123,209634,1,1,15461,15461,2,1,55086,27543,7,3,467402,178466,6,3,228306,132767,5,3,194201,122437,5,2,223995,83846,6,2,337818,112606,3,3,159457,159457,1,1,110470,110470,5,3,413642,207889
2011,213,794,363,20482058,10184244,65,31,1770391,919375,61,31,1751738,937234,52,25,1248852,686526,61,31,1481291,831427,63,28,1514948,717807,63,25,1576963,693937,66,28,1600920,760610,75,35,2048292,1011049,79,34,2034784,969558,83,35,2232605,1002973,71,33,1851376,939313,55,27,1369898,714435
2011,215,29,11,390554,130136,0,0,0,0,0,0,0,0,0,0,0,0,3,1,48033,16011,2,2,24453,24453,0,0,0,0,0,0,0,0,2,1,13722,6861,5,3,53273,23735,5,1,73845,14769,5,2,73845,29538,7,1,103383,14769
2011,217,2,1,10844,5272,0,0,0,0,1,1,5272,5272,1,0,5572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,218,1,1,34573,34573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,34573,34573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,219,171,56,1081101,337070,7,3,58294,20995,10,4,82131,28527,11,4,98036,33419,15,5,109765,33587,7,2,42567,13395,1,1,3375,3375,12,4,135931,44807,5,1,35050,3838,25,7,117720,31731,20,6,119810,37378,27,10,107434,39436,31,9,170988,46582
2011,220,143,84,3182184,1829793,14,11,288378,227314,13,6,263211,122736,10,8,239370,178550,18,6,292131,104270,9,6,224682,149282,9,7,244267,188254,10,4,206256,79719,4,4,85732,85732,6,4,142887,77075,11,6,271161,168041,12,7,278119,125208,27,15,645990,323612
2011,221,500,320,7199417,3943963,53,31,605432,337631,50,27,755911,358411,45,32,782334,503842,54,32,604807,308262,30,24,292626,243379,37,27,436297,322050,46,26,745910,330188,33,19,529643,223518,45,30,453578,245966,31,23,708991,358096,40,22,752812,389542,36,27,531076,323078
2011,224,1215,1097,784524,621316,107,96,69732,55341,101,79,95777,55914,103,94,68992,58226,104,98,57599,49221,116,107,60648,53337,118,107,83655,65552,118,108,99112,84294,95,89,66386,54488,59,53,46219,37860,110,98,39270,26968,93,84,53035,43148,91,84,44099,36967
2011,230,423,200,14599193,7420573,40,20,1206468,612617,28,15,1214601,609017,44,19,1659572,740388,24,13,892092,557900,34,21,1352282,787384,29,13,777790,380078,33,20,1440151,815526,35,17,1217317,654818,40,15,1244620,544071,49,18,1385035,570895,30,14,960604,581763,37,15,1248661,566116
2011,233,2773,1127,20074042,9802581,247,96,1784173,860137,203,84,1426068,683313,277,115,1754728,876676,269,93,1635653,693882,239,92,1656920,733515,265,99,1783668,821882,234,91,1619665,653511,251,109,1944452,1011050,229,101,1952545,1056299,180,79,1470584,726272,192,86,1483486,826839,187,82,1562100,859205
2011,234,25,18,404712,284980,3,2,48129,28938,2,2,29311,29311,1,1,16641,16641,3,2,56181,37416,0,0,0,0,3,2,38436,28085,3,2,48284,29743,1,1,13014,13014,1,1,14834,14834,2,1,37000,18500,6,4,102882,68498,0,0,0,0
2011,241,13,9,162949,116096,4,3,57097,39245,1,1,12174,12174,2,1,19742,9871,1,1,18504,18504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,12179,12179,0,0,0,0,1,1,14558,14558,3,1,28695,9565
2011,302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,304,376,221,10348244,6601953,28,18,726359,522563,22,17,618210,500733,25,21,743888,641438,27,22,768540,637575,31,19,896388,597912,34,20,979398,611187,36,17,928824,502080,41,21,1076848,602698,28,14,791659,423839,36,17,927523,502474,26,15,761721,466200,42,20,1128886,593254
2011,307,3,3,1215,1215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,810,810,0,0,0,0,1,1,405,405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,308,2149,1128,2052054,1083301,191,103,167413,87537,190,110,168906,101137,198,107,197868,108078,175,91,155366,82603,162,80,150435,73623,174,86,161412,81815,149,84,145605,86434,166,90,155350,81579,190,94,192402,97030,186,97,184147,94716,189,96,178942,89976,179,90,194208,98773
2011,311,1,1,28954,28954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,28954,28954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,312,38328,17486,423250004,198906084,3244,1527,36858658,17579500,3091,1421,35133345,16540427,3464,1570,37645047,17437573,3181,1461,34320213,16127090,2991,1356,33342654,15159005,3272,1470,36016122,16678584,3224,1471,37130531,17336910,3212,1463,34869529,16356691,3147,1456,33579351,16149417,3298,1470,36600870,16991708,3084,1398,34014648,16089377,3120,1423,33739036,16459802
2011,314,98,86,2576579,2419417,4,4,122257,122257,5,5,150069,150069,6,6,182495,182495,7,6,159498,154845,9,9,236459,236459,11,8,225374,195897,10,9,302078,282424,10,9,278743,259089,6,6,182677,182677,6,5,195079,150886,13,11,301950,292644,11,8,239900,209675
2011,315,4388,1546,42461994,20276765,354,132,3482861,1731077,319,118,3249700,1498187,348,118,3570096,1524896,330,121,3190559,1661659,339,119,3290623,1589889,373,135,3597772,1799357,347,122,2788956,1458541,400,145,3747383,1849820,375,128,3458100,1664214,410,138,4142027,1951263,376,125,3295389,1447682,417,145,4648528,2100180
2011,316,2,1,3630,1815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3630,1815,0,0,0,0
2011,319,8,4,83285,42450,0,0,0,0,0,0,0,0,4,2,36054,18027,1,1,13019,13019,0,0,0,0,3,1,34212,11404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,326,391,150,1503430,575750,41,16,141779,55510,40,16,141312,56534,45,17,158652,59752,44,17,176081,81649,45,18,156048,61570,51,14,173044,47594,29,12,124595,62922,25,10,158537,34722,19,8,73109,30790,19,9,73155,34656,19,8,73178,30790,14,5,53940,19261
2011,328,375,147,5827723,2181103,41,15,619820,222473,32,9,559747,150931,23,12,348196,177076,24,14,329968,196090,19,4,323970,63289,33,13,520813,196306,32,12,521336,179539,17,8,243424,109803,41,14,636997,195525,32,11,474568,182185,47,19,756991,291531,34,16,491893,216355
2011,331,3229,1311,17518770,7506316,317,128,1630203,749600,297,114,1538890,679428,326,122,1655988,641646,296,114,1543265,573949,282,112,1515118,648399,251,103,1415999,593155,252,108,1556646,695875,265,114,1566947,721004,227,93,1256660,566311,215,89,1287324,543410,235,105,1286676,579192,266,109,1265054,514347
2011,333,3,3,3987,3987,0,0,0,0,0,0,0,0,2,2,2658,2658,0,0,0,0,1,1,1329,1329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,335,85,63,104671,77169,10,7,11031,7357,11,6,13886,7020,11,7,13660,8390,10,5,11918,6068,8,6,16362,13840,8,6,9334,7384,3,3,3546,3546,5,5,4480,4480,7,7,8754,8754,3,3,2530,2530,5,5,5270,5270,4,3,3900,2530
2011,336,921,336,2588455,972636,88,31,219561,80137,98,30,242130,80893,103,34,277156,98886,90,29,225542,73335,83,31,261800,99247,81,29,225119,77483,69,25,200526,70250,70,23,209608,68660,73,29,226473,96714,49,23,146907,63225,58,26,179753,85270,59,26,173880,78536
2011,410,2,2,6416,6416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3208,3208,1,1,3208,3208
2011,501,1,1,18122,18122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,18122,18122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,506,8,2,206704,51676,0,0,0,0,0,0,0,0,0,0,0,0,1,1,25838,25838,4,0,103352,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,51676,25838,1,0,25838,0,0,0,0,0,0,0,0,0
2011,514,656,423,620594,356394,46,31,36020,23579,43,27,48678,29810,52,31,53817,32286,52,38,39633,24229,60,44,39393,22298,73,50,57295,34837,66,44,58673,33463,49,30,56970,31966,45,27,46912,25056,59,36,61959,30756,64,37,66375,37443,47,28,54869,30671
2011,515,5580,2468,72917305,38308481,430,213,6040640,3575728,435,190,5922777,3043625,505,224,6740925,3497630,442,193,5879112,3023777,421,196,5531958,3030123,460,197,6034411,3174916,516,223,6501744,3315777,520,231,6155044,3094556,453,201,6153775,3255182,498,210,6296031,3001930,458,202,5653308,3201006,442,188,6007580,3094231
2011,518,47,19,47921,19960,7,2,6905,2119,5,3,5127,3349,4,1,3556,889,3,2,3008,2119,4,2,4238,2119,0,0,0,0,4,1,3556,889,2,2,2119,2119,1,1,889,889,5,1,5468,1230,5,2,5468,2119,7,2,7587,2119
2011,538,2,2,16810,16810,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6180,6180,0,0,0,0,0,0,0,0,0,0,0,0,1,1,10630,10630
2011,543,9,5,12555,6975,0,0,0,0,1,1,1395,1395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1395,1395,3,1,4185,1395,1,0,1395,0,2,1,2790,1395,1,1,1395,1395
2011,558,14,11,26390,20735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1885,1885,3,3,5655,5655,2,2,3770,3770,3,2,5655,3770,3,2,5655,3770,2,1,3770,1885,0,0,0,0,0,0,0,0
2011,601,52,50,1638156,1575150,6,6,189018,189018,5,4,157515,126012,4,4,126012,126012,4,4,126012,126012,3,3,94509,94509,6,6,189018,189018,5,5,157515,157515,4,4,126012,126012,5,4,157515,126012,3,3,94509,94509,3,3,94509,94509,4,4,126012,126012
2011,606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,607,3,1,37548,12516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,37548,12516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,611,407,156,3490188,1587857,41,16,490077,186667,59,19,414572,175351,40,12,318254,94042,25,9,155329,79925,39,17,283211,136700,33,12,319270,139411,25,13,239677,142425,19,9,166052,90544,27,11,178620,94163,36,11,341441,153171,31,11,244136,94941,32,16,339549,200517
2011,613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,615,394,233,612373,382798,37,22,53025,35129,41,22,55905,31046,34,22,43283,27844,24,17,41970,29628,26,14,39407,23472,25,15,37487,27224,26,16,53153,33095,26,16,39840,28910,36,22,64431,38896,49,25,74633,40384,32,19,49093,27855,38,23,60146,39315
2011,624,297,150,523389,257242,30,16,53207,28025,36,17,65544,28539,37,17,70467,32295,31,19,58864,32340,27,14,52552,25849,30,15,62200,33298,33,17,60234,30416,11,8,14727,10297,15,6,19702,7349,16,6,23497,9438,17,8,22819,10367,14,7,19576,9029
2011,625,2306,1072,39171344,18657232,175,94,2327572,1286613,207,99,3285055,1611912,227,110,3629507,1708483,188,90,3661490,1780549,156,67,2251308,793794,202,77,3130077,1402541,187,77,3104768,1299627,190,93,3433420,1726378,183,87,3253711,1571831,199,94,3614137,1814166,194,92,3608815,1733535,198,92,3871484,1927803
2011,626,4,2,1316,658,0,0,0,0,1,1,329,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,658,329,1,0,329,0,0,0,0,0,0,0,0,0,0,0,0,0
